table,row_id,action,reason
payments,PMT-012788,quarantined,order O013898 was quarantined upstream - payment follows its order
payments,PMT-012843,quarantined,order O013960 was quarantined upstream - payment follows its order
payments,PMT-012853,quarantined,order O013973 was quarantined upstream - payment follows its order
payments,PMT-012937,quarantined,order O014064 was quarantined upstream - payment follows its order
payments,PMT-012939,quarantined,order O014066 was quarantined upstream - payment follows its order
payments,PMT-013067,quarantined,order O014201 was quarantined upstream - payment follows its order
payments,PMT-013072,quarantined,order O014206 was quarantined upstream - payment follows its order
payments,PMT-013083,quarantined,order O014218 was quarantined upstream - payment follows its order
payments,PMT-013124,quarantined,order O014262 was quarantined upstream - payment follows its order
payments,PMT-013156,quarantined,order O014295 was quarantined upstream - payment follows its order
payments,PMT-013217,quarantined,order O014360 was quarantined upstream - payment follows its order
payments,PMT-013231,quarantined,order O014374 was quarantined upstream - payment follows its order
payments,PMT-013246,quarantined,order O014389 was quarantined upstream - payment follows its order
payments,PMT-013256,quarantined,order O014401 was quarantined upstream - payment follows its order
payments,PMT-013297,quarantined,order O014444 was quarantined upstream - payment follows its order
payments,PMT-013442,quarantined,order O014602 was quarantined upstream - payment follows its order
payments,PMT-013501,quarantined,order O014667 was quarantined upstream - payment follows its order
payments,PMT-013518,quarantined,order O014684 was quarantined upstream - payment follows its order
payments,PMT-013596,quarantined,order O014769 was quarantined upstream - payment follows its order
payments,PMT-013699,quarantined,order O014880 was quarantined upstream - payment follows its order
payments,PMT-013707,quarantined,order O014888 was quarantined upstream - payment follows its order
payments,PMT-013745,quarantined,order O014927 was quarantined upstream - payment follows its order
payments,PMT-013785,quarantined,order O014970 was quarantined upstream - payment follows its order
payments,PMT-013791,quarantined,order O014976 was quarantined upstream - payment follows its order
payments,PMT-013808,quarantined,order O014993 was quarantined upstream - payment follows its order
payments,PMT-013846,quarantined,order O015035 was quarantined upstream - payment follows its order
payments,PMT-013951,quarantined,order O015145 was quarantined upstream - payment follows its order
payments,PMT-013959,quarantined,order O015154 was quarantined upstream - payment follows its order
payments,PMT-014017,quarantined,order O015224 was quarantined upstream - payment follows its order
payments,PMT-014067,quarantined,order O015282 was quarantined upstream - payment follows its order
payments,PMT-014158,quarantined,order O015383 was quarantined upstream - payment follows its order
payments,PMT-014241,quarantined,order O015478 was quarantined upstream - payment follows its order
payments,PMT-014302,quarantined,order O015541 was quarantined upstream - payment follows its order
payments,PMT-014356,quarantined,order O015604 was quarantined upstream - payment follows its order
payments,PMT-014371,quarantined,order O015622 was quarantined upstream - payment follows its order
payments,PMT-014415,quarantined,order O015670 was quarantined upstream - payment follows its order
payments,PMT-014496,quarantined,order O015758 was quarantined upstream - payment follows its order
payments,PMT-014569,quarantined,order O015835 was quarantined upstream - payment follows its order
payments,PMT-014607,quarantined,order O015881 was quarantined upstream - payment follows its order
payments,PMT-014615,quarantined,order O015890 was quarantined upstream - payment follows its order
payments,PMT-014707,quarantined,order O015988 was quarantined upstream - payment follows its order
payments,PMT-014791,quarantined,order O016078 was quarantined upstream - payment follows its order
payments,PMT-014838,quarantined,order O016128 was quarantined upstream - payment follows its order
payments,PMT-014842,quarantined,order O016132 was quarantined upstream - payment follows its order
payments,PMT-014849,quarantined,order O016139 was quarantined upstream - payment follows its order
payments,PMT-014934,quarantined,order O016229 was quarantined upstream - payment follows its order
payments,PMT-015011,quarantined,order O016310 was quarantined upstream - payment follows its order
payments,PMT-015161,quarantined,order O016471 was quarantined upstream - payment follows its order
payments,PMT-015209,quarantined,order O016523 was quarantined upstream - payment follows its order
payments,PMT-015210,quarantined,order O016524 was quarantined upstream - payment follows its order
payments,PMT-015220,quarantined,order O016534 was quarantined upstream - payment follows its order
payments,PMT-015257,quarantined,order O016572 was quarantined upstream - payment follows its order
payments,PMT-015340,quarantined,order O016661 was quarantined upstream - payment follows its order
payments,PMT-015408,quarantined,order O016736 was quarantined upstream - payment follows its order
payments,PMT-015438,quarantined,order O016771 was quarantined upstream - payment follows its order
payments,PMT-015449,quarantined,order O016783 was quarantined upstream - payment follows its order
payments,PMT-015461,quarantined,order O016796 was quarantined upstream - payment follows its order
payments,PMT-015614,quarantined,order O016957 was quarantined upstream - payment follows its order
payments,PMT-015675,quarantined,order O017024 was quarantined upstream - payment follows its order
payments,PMT-015701,quarantined,order O017052 was quarantined upstream - payment follows its order
payments,PMT-015793,quarantined,order O017151 was quarantined upstream - payment follows its order
payments,PMT-015852,quarantined,order O017214 was quarantined upstream - payment follows its order
payments,PMT-016028,quarantined,order O017405 was quarantined upstream - payment follows its order
payments,PMT-016062,quarantined,order O017443 was quarantined upstream - payment follows its order
payments,PMT-016098,quarantined,order O017480 was quarantined upstream - payment follows its order
payments,PMT-016103,quarantined,order O017486 was quarantined upstream - payment follows its order
payments,PMT-016162,quarantined,order O017555 was quarantined upstream - payment follows its order
payments,PMT-016186,quarantined,order O017580 was quarantined upstream - payment follows its order
payments,PMT-016350,quarantined,order O017758 was quarantined upstream - payment follows its order
payments,PMT-016400,quarantined,order O017810 was quarantined upstream - payment follows its order
payments,PMT-016405,quarantined,order O017815 was quarantined upstream - payment follows its order
payments,PMT-016468,quarantined,order O017885 was quarantined upstream - payment follows its order
payments,PMT-016523,quarantined,order O017944 was quarantined upstream - payment follows its order
payments,PMT-016630,quarantined,order O018057 was quarantined upstream - payment follows its order
payments,PMT-016718,quarantined,order O018161 was quarantined upstream - payment follows its order
payments,PMT-016792,quarantined,order O018244 was quarantined upstream - payment follows its order
payments,PMT-016808,quarantined,order O018261 was quarantined upstream - payment follows its order
payments,PMT-016895,quarantined,order O018360 was quarantined upstream - payment follows its order
payments,PMT-017019,quarantined,order O018490 was quarantined upstream - payment follows its order
payments,PMT-017033,quarantined,order O018504 was quarantined upstream - payment follows its order
payments,PMT-017113,quarantined,order O018592 was quarantined upstream - payment follows its order
payments,PMT-017175,quarantined,order O018659 was quarantined upstream - payment follows its order
payments,PMT-017193,quarantined,order O018680 was quarantined upstream - payment follows its order
payments,PMT-017274,quarantined,order O018769 was quarantined upstream - payment follows its order
payments,PMT-017284,quarantined,order O018780 was quarantined upstream - payment follows its order
payments,PMT-017473,quarantined,order O018993 was quarantined upstream - payment follows its order
payments,PMT-017529,quarantined,order O019057 was quarantined upstream - payment follows its order
payments,PMT-017852,quarantined,order O019407 was quarantined upstream - payment follows its order
payments,PMT-017876,quarantined,order O019432 was quarantined upstream - payment follows its order
payments,PMT-017889,quarantined,order O019446 was quarantined upstream - payment follows its order
payments,PMT-017923,quarantined,order O019481 was quarantined upstream - payment follows its order
payments,PMT-017984,quarantined,order O019545 was quarantined upstream - payment follows its order
payments,PMT-017996,quarantined,order O019560 was quarantined upstream - payment follows its order
payments,PMT-018002,quarantined,order O019566 was quarantined upstream - payment follows its order
payments,PMT-018037,quarantined,order O019603 was quarantined upstream - payment follows its order
payments,PMT-018067,quarantined,order O019636 was quarantined upstream - payment follows its order
payments,PMT-018199,quarantined,order O019777 was quarantined upstream - payment follows its order
payments,PMT-018314,quarantined,order O019896 was quarantined upstream - payment follows its order
payments,PMT-018318,quarantined,order O019900 was quarantined upstream - payment follows its order
payments,PMT-018367,quarantined,order O019953 was quarantined upstream - payment follows its order
payments,PMT-018463,quarantined,order O020053 was quarantined upstream - payment follows its order
payments,PMT-018526,quarantined,order O020120 was quarantined upstream - payment follows its order
payments,PMT-018534,quarantined,order O020128 was quarantined upstream - payment follows its order
payments,PMT-018572,quarantined,order O020170 was quarantined upstream - payment follows its order
payments,PMT-018829,quarantined,order O020454 was quarantined upstream - payment follows its order
payments,PMT-018911,quarantined,order O020540 was quarantined upstream - payment follows its order
payments,PMT-018942,quarantined,order O020575 was quarantined upstream - payment follows its order
payments,PMT-019002,quarantined,order O020638 was quarantined upstream - payment follows its order
payments,PMT-019065,quarantined,order O020710 was quarantined upstream - payment follows its order
payments,PMT-019107,quarantined,order O020754 was quarantined upstream - payment follows its order
payments,PMT-019139,quarantined,order O020790 was quarantined upstream - payment follows its order
payments,PMT-019143,quarantined,order O020794 was quarantined upstream - payment follows its order
payments,PMT-019144,quarantined,order O020795 was quarantined upstream - payment follows its order
payments,PMT-019184,quarantined,order O020841 was quarantined upstream - payment follows its order
payments,PMT-019206,quarantined,order O020867 was quarantined upstream - payment follows its order
payments,PMT-019248,quarantined,order O020914 was quarantined upstream - payment follows its order
payments,PMT-019341,quarantined,order O021015 was quarantined upstream - payment follows its order
payments,PMT-019352,quarantined,order O021027 was quarantined upstream - payment follows its order
payments,PMT-019353,quarantined,order O021028 was quarantined upstream - payment follows its order
payments,PMT-019409,quarantined,order O021089 was quarantined upstream - payment follows its order
payments,PMT-019536,quarantined,order O021229 was quarantined upstream - payment follows its order
payments,PMT-019566,quarantined,order O021262 was quarantined upstream - payment follows its order
payments,PMT-019600,quarantined,order O021301 was quarantined upstream - payment follows its order
payments,PMT-019761,quarantined,order O021478 was quarantined upstream - payment follows its order
payments,PMT-019764,quarantined,order O021481 was quarantined upstream - payment follows its order
payments,PMT-019790,quarantined,order O021509 was quarantined upstream - payment follows its order
payments,PMT-019832,quarantined,order O021553 was quarantined upstream - payment follows its order
payments,PMT-019876,quarantined,order O021601 was quarantined upstream - payment follows its order
payments,PMT-020019,quarantined,order O021755 was quarantined upstream - payment follows its order
payments,PMT-020027,quarantined,order O021763 was quarantined upstream - payment follows its order
payments,PMT-020047,quarantined,order O021786 was quarantined upstream - payment follows its order
payments,PMT-020117,quarantined,order O021859 was quarantined upstream - payment follows its order
payments,PMT-020171,quarantined,order O021921 was quarantined upstream - payment follows its order
payments,PMT-020187,quarantined,order O021937 was quarantined upstream - payment follows its order
payments,PMT-020226,quarantined,order O021982 was quarantined upstream - payment follows its order
payments,PMT-020363,quarantined,order O022134 was quarantined upstream - payment follows its order
payments,PMT-020410,quarantined,order O022182 was quarantined upstream - payment follows its order
payments,PMT-020445,quarantined,order O022218 was quarantined upstream - payment follows its order
payments,PMT-020479,quarantined,order O022258 was quarantined upstream - payment follows its order
payments,PMT-020606,quarantined,order O022403 was quarantined upstream - payment follows its order
payments,PMT-020626,quarantined,order O022424 was quarantined upstream - payment follows its order
payments,PMT-020648,quarantined,order O022447 was quarantined upstream - payment follows its order
payments,PMT-020662,quarantined,order O022463 was quarantined upstream - payment follows its order
payments,PMT-020729,quarantined,order O022533 was quarantined upstream - payment follows its order
payments,PMT-020812,quarantined,order O022624 was quarantined upstream - payment follows its order
payments,PMT-020837,quarantined,order O022654 was quarantined upstream - payment follows its order
payments,PMT-020871,quarantined,order O022689 was quarantined upstream - payment follows its order
payments,PMT-020889,quarantined,order O022710 was quarantined upstream - payment follows its order
payments,PMT-020890,quarantined,order O022711 was quarantined upstream - payment follows its order
payments,PMT-020936,quarantined,order O022761 was quarantined upstream - payment follows its order
payments,PMT-020969,quarantined,order O022797 was quarantined upstream - payment follows its order
payments,PMT-021148,quarantined,order O022991 was quarantined upstream - payment follows its order
payments,PMT-021151,quarantined,order O022994 was quarantined upstream - payment follows its order
payments,PMT-021224,quarantined,order O023074 was quarantined upstream - payment follows its order
payments,PMT-021227,quarantined,order O023077 was quarantined upstream - payment follows its order
payments,PMT-021308,quarantined,order O023166 was quarantined upstream - payment follows its order
payments,PMT-021310,quarantined,order O023168 was quarantined upstream - payment follows its order
payments,PMT-021340,quarantined,order O023201 was quarantined upstream - payment follows its order
payments,PMT-021412,quarantined,order O023276 was quarantined upstream - payment follows its order
payments,PMT-021427,quarantined,order O023294 was quarantined upstream - payment follows its order
payments,PMT-021605,quarantined,order O023486 was quarantined upstream - payment follows its order
payments,PMT-021687,quarantined,order O023571 was quarantined upstream - payment follows its order
payments,PMT-021715,quarantined,order O023600 was quarantined upstream - payment follows its order
payments,PMT-021750,quarantined,order O023636 was quarantined upstream - payment follows its order
payments,PMT-021797,quarantined,order O023689 was quarantined upstream - payment follows its order
payments,PMT-021848,quarantined,order O023743 was quarantined upstream - payment follows its order
payments,PMT-021851,quarantined,order O023746 was quarantined upstream - payment follows its order
payments,PMT-021864,quarantined,order O023759 was quarantined upstream - payment follows its order
payments,PMT-021883,quarantined,order O023779 was quarantined upstream - payment follows its order
payments,PMT-021945,quarantined,order O023848 was quarantined upstream - payment follows its order
payments,PMT-021946,quarantined,order O023849 was quarantined upstream - payment follows its order
payments,PMT-022026,quarantined,order O023937 was quarantined upstream - payment follows its order
payments,PMT-022050,quarantined,order O023962 was quarantined upstream - payment follows its order
payments,PMT-022093,quarantined,order O024011 was quarantined upstream - payment follows its order
payments,PMT-022234,quarantined,order O024162 was quarantined upstream - payment follows its order
payments,PMT-022372,quarantined,order O024305 was quarantined upstream - payment follows its order
payments,PMT-022377,quarantined,order O024310 was quarantined upstream - payment follows its order
payments,PMT-022445,quarantined,order O024384 was quarantined upstream - payment follows its order
payments,PMT-022627,quarantined,order O024582 was quarantined upstream - payment follows its order
payments,PMT-022641,quarantined,order O024598 was quarantined upstream - payment follows its order
payments,PMT-022671,quarantined,order O024631 was quarantined upstream - payment follows its order
payments,PMT-022951,quarantined,order O024939 was quarantined upstream - payment follows its order
payments,PMT-023105,quarantined,order O025106 was quarantined upstream - payment follows its order
payments,PMT-023132,quarantined,order O025135 was quarantined upstream - payment follows its order
payments,PMT-023192,quarantined,order O025204 was quarantined upstream - payment follows its order
payments,PMT-023228,quarantined,order O025241 was quarantined upstream - payment follows its order
payments,PMT-023237,quarantined,order O025250 was quarantined upstream - payment follows its order
payments,PMT-023309,quarantined,order O025324 was quarantined upstream - payment follows its order
payments,PMT-023334,quarantined,order O025353 was quarantined upstream - payment follows its order
payments,PMT-023337,quarantined,order O025357 was quarantined upstream - payment follows its order
payments,PMT-023387,quarantined,order O025408 was quarantined upstream - payment follows its order
payments,PMT-023472,quarantined,order O025507 was quarantined upstream - payment follows its order
payments,PMT-023493,quarantined,order O025530 was quarantined upstream - payment follows its order
payments,PMT-023510,quarantined,order O025548 was quarantined upstream - payment follows its order
payments,PMT-023521,quarantined,order O025563 was quarantined upstream - payment follows its order
payments,PMT-023525,quarantined,order O025567 was quarantined upstream - payment follows its order
payments,PMT-023533,quarantined,order O025576 was quarantined upstream - payment follows its order
payments,PMT-023541,quarantined,order O025584 was quarantined upstream - payment follows its order
payments,PMT-023639,quarantined,order O025688 was quarantined upstream - payment follows its order
payments,PMT-023643,quarantined,order O025692 was quarantined upstream - payment follows its order
payments,PMT-023666,quarantined,order O025717 was quarantined upstream - payment follows its order
payments,PMT-023708,quarantined,order O025761 was quarantined upstream - payment follows its order
payments,PMT-023714,quarantined,order O025767 was quarantined upstream - payment follows its order
payments,PMT-023722,quarantined,order O025775 was quarantined upstream - payment follows its order
payments,PMT-023778,quarantined,order O025839 was quarantined upstream - payment follows its order
payments,PMT-023848,quarantined,order O025917 was quarantined upstream - payment follows its order
payments,PMT-023867,quarantined,order O025939 was quarantined upstream - payment follows its order
payments,PMT-023894,quarantined,order O025970 was quarantined upstream - payment follows its order
payments,PMT-024005,quarantined,order O026093 was quarantined upstream - payment follows its order
payments,PMT-024034,quarantined,order O026123 was quarantined upstream - payment follows its order
payments,PMT-024040,quarantined,order O026130 was quarantined upstream - payment follows its order
payments,PMT-024064,quarantined,order O026157 was quarantined upstream - payment follows its order
payments,PMT-024170,quarantined,order O026273 was quarantined upstream - payment follows its order
payments,PMT-024206,quarantined,order O026314 was quarantined upstream - payment follows its order
payments,PMT-024284,quarantined,order O026398 was quarantined upstream - payment follows its order
payments,PMT-024296,quarantined,order O026411 was quarantined upstream - payment follows its order
payments,PMT-024350,quarantined,order O026468 was quarantined upstream - payment follows its order
payments,PMT-024352,quarantined,order O026470 was quarantined upstream - payment follows its order
payments,PMT-024357,quarantined,order O026475 was quarantined upstream - payment follows its order
payments,PMT-024425,quarantined,order O026548 was quarantined upstream - payment follows its order
payments,PMT-024463,quarantined,order O026592 was quarantined upstream - payment follows its order
payments,PMT-024468,quarantined,order O026597 was quarantined upstream - payment follows its order
payments,PMT-024512,quarantined,order O026643 was quarantined upstream - payment follows its order
payments,PMT-024515,quarantined,order O026646 was quarantined upstream - payment follows its order
payments,PMT-024567,quarantined,order O026698 was quarantined upstream - payment follows its order
payments,PMT-024580,quarantined,order O026712 was quarantined upstream - payment follows its order
payments,PMT-024647,quarantined,order O026785 was quarantined upstream - payment follows its order
payments,PMT-024664,quarantined,order O026802 was quarantined upstream - payment follows its order
payments,PMT-024721,quarantined,order O026865 was quarantined upstream - payment follows its order
payments,PMT-024923,quarantined,order O027092 was quarantined upstream - payment follows its order
payments,PMT-024928,quarantined,order O027097 was quarantined upstream - payment follows its order
payments,PMT-024976,quarantined,order O027150 was quarantined upstream - payment follows its order
payments,PMT-025082,quarantined,order O027261 was quarantined upstream - payment follows its order
payments,PMT-025093,quarantined,order O027272 was quarantined upstream - payment follows its order
payments,PMT-025103,quarantined,order O027282 was quarantined upstream - payment follows its order
payments,PMT-025148,quarantined,order O027330 was quarantined upstream - payment follows its order
payments,PMT-025185,quarantined,order O027368 was quarantined upstream - payment follows its order
payments,PMT-025206,quarantined,order O027390 was quarantined upstream - payment follows its order
payments,PMT-025211,quarantined,order O027395 was quarantined upstream - payment follows its order
payments,PMT-025214,quarantined,order O027398 was quarantined upstream - payment follows its order
payments,PMT-025218,quarantined,order O027402 was quarantined upstream - payment follows its order
payments,PMT-025269,quarantined,order O027458 was quarantined upstream - payment follows its order
payments,PMT-025338,quarantined,order O027530 was quarantined upstream - payment follows its order
payments,PMT-025414,quarantined,order O027612 was quarantined upstream - payment follows its order
payments,PMT-025481,quarantined,order O027684 was quarantined upstream - payment follows its order
payments,PMT-025482,quarantined,order O027685 was quarantined upstream - payment follows its order
payments,PMT-025537,quarantined,order O027742 was quarantined upstream - payment follows its order
payments,PMT-025551,quarantined,order O027758 was quarantined upstream - payment follows its order
payments,PMT-025561,quarantined,order O027770 was quarantined upstream - payment follows its order
payments,PMT-025667,quarantined,order O027883 was quarantined upstream - payment follows its order
payments,PMT-025689,quarantined,order O027905 was quarantined upstream - payment follows its order
payments,PMT-025713,quarantined,order O027931 was quarantined upstream - payment follows its order
payments,PMT-025765,quarantined,order O027985 was quarantined upstream - payment follows its order
payments,PMT-025835,quarantined,order O028060 was quarantined upstream - payment follows its order
payments,PMT-025852,quarantined,order O028079 was quarantined upstream - payment follows its order
payments,PMT-025904,quarantined,order O028136 was quarantined upstream - payment follows its order
payments,PMT-025918,quarantined,order O028151 was quarantined upstream - payment follows its order
payments,PMT-025919,quarantined,order O028152 was quarantined upstream - payment follows its order
payments,PMT-025932,quarantined,order O028166 was quarantined upstream - payment follows its order
payments,PMT-025935,quarantined,order O028169 was quarantined upstream - payment follows its order
payments,PMT-025978,quarantined,order O028216 was quarantined upstream - payment follows its order
payments,PMT-025996,quarantined,order O028235 was quarantined upstream - payment follows its order
payments,PMT-026021,quarantined,order O028262 was quarantined upstream - payment follows its order
payments,PMT-026157,quarantined,order O028407 was quarantined upstream - payment follows its order
payments,PMT-026171,quarantined,order O028421 was quarantined upstream - payment follows its order
payments,PMT-026189,quarantined,order O028442 was quarantined upstream - payment follows its order
payments,PMT-026197,quarantined,order O028450 was quarantined upstream - payment follows its order
payments,PMT-026304,quarantined,order O028569 was quarantined upstream - payment follows its order
payments,PMT-026335,quarantined,order O028602 was quarantined upstream - payment follows its order
payments,PMT-026343,quarantined,order O028611 was quarantined upstream - payment follows its order
payments,PMT-026396,quarantined,order O028668 was quarantined upstream - payment follows its order
payments,PMT-026397,quarantined,order O028669 was quarantined upstream - payment follows its order
payments,PMT-026499,quarantined,order O028783 was quarantined upstream - payment follows its order
payments,PMT-026516,quarantined,order O028801 was quarantined upstream - payment follows its order
payments,PMT-026520,quarantined,order O028805 was quarantined upstream - payment follows its order
payments,PMT-026544,quarantined,order O028832 was quarantined upstream - payment follows its order
payments,PMT-026559,quarantined,order O028848 was quarantined upstream - payment follows its order
payments,PMT-026585,quarantined,order O028876 was quarantined upstream - payment follows its order
payments,PMT-026637,quarantined,order O028935 was quarantined upstream - payment follows its order
payments,PMT-026697,quarantined,order O029003 was quarantined upstream - payment follows its order
payments,PMT-026782,quarantined,order O029096 was quarantined upstream - payment follows its order
payments,PMT-026954,quarantined,order O029286 was quarantined upstream - payment follows its order
payments,PMT-027004,quarantined,order O029346 was quarantined upstream - payment follows its order
payments,PMT-027043,quarantined,order O029386 was quarantined upstream - payment follows its order
payments,PMT-027047,quarantined,order O029392 was quarantined upstream - payment follows its order
payments,PMT-027169,quarantined,order O029523 was quarantined upstream - payment follows its order
payments,PMT-027226,quarantined,order O029584 was quarantined upstream - payment follows its order
payments,PMT-027237,quarantined,order O029597 was quarantined upstream - payment follows its order
payments,PMT-027272,quarantined,order O029635 was quarantined upstream - payment follows its order
payments,PMT-027341,quarantined,order O029711 was quarantined upstream - payment follows its order
payments,PMT-027439,quarantined,order O029821 was quarantined upstream - payment follows its order
payments,PMT-027464,quarantined,order O029847 was quarantined upstream - payment follows its order
payments,PMT-027476,quarantined,order O029860 was quarantined upstream - payment follows its order
payments,PMT-027535,quarantined,order O029924 was quarantined upstream - payment follows its order
payments,PMT-027591,quarantined,order O029985 was quarantined upstream - payment follows its order
payments,PMT-027733,quarantined,order O030137 was quarantined upstream - payment follows its order
payments,PMT-027736,quarantined,order O030140 was quarantined upstream - payment follows its order
payments,PMT-027756,quarantined,order O030162 was quarantined upstream - payment follows its order
payments,PMT-027776,quarantined,order O030183 was quarantined upstream - payment follows its order
payments,PMT-027783,quarantined,order O030191 was quarantined upstream - payment follows its order
payments,PMT-027829,quarantined,order O030241 was quarantined upstream - payment follows its order
payments,PMT-028030,quarantined,order O030457 was quarantined upstream - payment follows its order
payments,PMT-028070,quarantined,order O030498 was quarantined upstream - payment follows its order
payments,PMT-028115,quarantined,order O030551 was quarantined upstream - payment follows its order
payments,PMT-028133,quarantined,order O030569 was quarantined upstream - payment follows its order
payments,PMT-028151,quarantined,order O030587 was quarantined upstream - payment follows its order
payments,PMT-028179,quarantined,order O030617 was quarantined upstream - payment follows its order
payments,PMT-028256,quarantined,order O030697 was quarantined upstream - payment follows its order
payments,PMT-028279,quarantined,order O030721 was quarantined upstream - payment follows its order
payments,PMT-028283,quarantined,order O030725 was quarantined upstream - payment follows its order
payments,PMT-028289,quarantined,order O030731 was quarantined upstream - payment follows its order
payments,PMT-028315,quarantined,order O030757 was quarantined upstream - payment follows its order
payments,PMT-028337,quarantined,order O030780 was quarantined upstream - payment follows its order
payments,PMT-028399,quarantined,order O030850 was quarantined upstream - payment follows its order
payments,PMT-028452,quarantined,order O030909 was quarantined upstream - payment follows its order
payments,PMT-028456,quarantined,order O030914 was quarantined upstream - payment follows its order
payments,PMT-028480,quarantined,order O030940 was quarantined upstream - payment follows its order
payments,PMT-028491,quarantined,order O030952 was quarantined upstream - payment follows its order
payments,PMT-028495,quarantined,order O030957 was quarantined upstream - payment follows its order
payments,PMT-028538,quarantined,order O031004 was quarantined upstream - payment follows its order
payments,PMT-028544,quarantined,order O031010 was quarantined upstream - payment follows its order
payments,PMT-028624,quarantined,order O031098 was quarantined upstream - payment follows its order
payments,PMT-028635,quarantined,order O031110 was quarantined upstream - payment follows its order
payments,PMT-028793,quarantined,order O031280 was quarantined upstream - payment follows its order
payments,PMT-028810,quarantined,order O031297 was quarantined upstream - payment follows its order
payments,PMT-028821,quarantined,order O031308 was quarantined upstream - payment follows its order
payments,PMT-028823,quarantined,order O031310 was quarantined upstream - payment follows its order
payments,PMT-028873,quarantined,order O031363 was quarantined upstream - payment follows its order
payments,PMT-028993,quarantined,order O031496 was quarantined upstream - payment follows its order
payments,PMT-029110,quarantined,order O031626 was quarantined upstream - payment follows its order
payments,PMT-029176,quarantined,order O031694 was quarantined upstream - payment follows its order
payments,PMT-029185,quarantined,order O031704 was quarantined upstream - payment follows its order
payments,PMT-029270,quarantined,order O031798 was quarantined upstream - payment follows its order
payments,PMT-029344,quarantined,order O031875 was quarantined upstream - payment follows its order
payments,PMT-029370,quarantined,order O031907 was quarantined upstream - payment follows its order
payments,PMT-029484,quarantined,order O032033 was quarantined upstream - payment follows its order
payments,PMT-029495,quarantined,order O032045 was quarantined upstream - payment follows its order
payments,PMT-029511,quarantined,order O032062 was quarantined upstream - payment follows its order
payments,PMT-029594,quarantined,order O032152 was quarantined upstream - payment follows its order
payments,PMT-029643,quarantined,order O032210 was quarantined upstream - payment follows its order
payments,PMT-029688,quarantined,order O032261 was quarantined upstream - payment follows its order
payments,PMT-029728,quarantined,order O032306 was quarantined upstream - payment follows its order
payments,PMT-029744,quarantined,order O032324 was quarantined upstream - payment follows its order
payments,PMT-029866,quarantined,order O032450 was quarantined upstream - payment follows its order
payments,PMT-029873,quarantined,order O032457 was quarantined upstream - payment follows its order
payments,PMT-029944,quarantined,order O032534 was quarantined upstream - payment follows its order
payments,PMT-029946,quarantined,order O032536 was quarantined upstream - payment follows its order
payments,PMT-029964,quarantined,order O032555 was quarantined upstream - payment follows its order
payments,PMT-029980,quarantined,order O032574 was quarantined upstream - payment follows its order
payments,PMT-030172,quarantined,order O032777 was quarantined upstream - payment follows its order
payments,PMT-030187,quarantined,order O032795 was quarantined upstream - payment follows its order
payments,PMT-030206,quarantined,order O032817 was quarantined upstream - payment follows its order
payments,PMT-030230,quarantined,order O032842 was quarantined upstream - payment follows its order
payments,PMT-030333,quarantined,order O032959 was quarantined upstream - payment follows its order
payments,PMT-030368,quarantined,order O032998 was quarantined upstream - payment follows its order
payments,PMT-030377,quarantined,order O033008 was quarantined upstream - payment follows its order
payments,PMT-030385,quarantined,order O033016 was quarantined upstream - payment follows its order
payments,PMT-030418,quarantined,order O033051 was quarantined upstream - payment follows its order
payments,PMT-030452,quarantined,order O033087 was quarantined upstream - payment follows its order
payments,PMT-030532,quarantined,order O033173 was quarantined upstream - payment follows its order
payments,PMT-030539,quarantined,order O033181 was quarantined upstream - payment follows its order
payments,PMT-030562,quarantined,order O033204 was quarantined upstream - payment follows its order
payments,PMT-030606,quarantined,order O033250 was quarantined upstream - payment follows its order
payments,PMT-030672,quarantined,order O033319 was quarantined upstream - payment follows its order
payments,PMT-030933,quarantined,order O033597 was quarantined upstream - payment follows its order
payments,PMT-030936,quarantined,order O033600 was quarantined upstream - payment follows its order
payments,PMT-030956,quarantined,order O033620 was quarantined upstream - payment follows its order
payments,PMT-031063,quarantined,order O033734 was quarantined upstream - payment follows its order
payments,PMT-031218,quarantined,order O033907 was quarantined upstream - payment follows its order
payments,PMT-031256,quarantined,order O033949 was quarantined upstream - payment follows its order
payments,PMT-031308,quarantined,order O034004 was quarantined upstream - payment follows its order
payments,PMT-031329,quarantined,order O034025 was quarantined upstream - payment follows its order
payments,PMT-031377,quarantined,order O034076 was quarantined upstream - payment follows its order
payments,PMT-031386,quarantined,order O034085 was quarantined upstream - payment follows its order
payments,PMT-031387,quarantined,order O034086 was quarantined upstream - payment follows its order
payments,PMT-031435,quarantined,order O034139 was quarantined upstream - payment follows its order
payments,PMT-031453,quarantined,order O034158 was quarantined upstream - payment follows its order
payments,PMT-031456,quarantined,order O034162 was quarantined upstream - payment follows its order
payments,PMT-031458,quarantined,order O034164 was quarantined upstream - payment follows its order
payments,PMT-031495,quarantined,order O034204 was quarantined upstream - payment follows its order
payments,PMT-031621,quarantined,order O034338 was quarantined upstream - payment follows its order
payments,PMT-031665,quarantined,order O034387 was quarantined upstream - payment follows its order
payments,PMT-031759,quarantined,order O034486 was quarantined upstream - payment follows its order
payments,PMT-031789,quarantined,order O034517 was quarantined upstream - payment follows its order
payments,PMT-031927,quarantined,order O034662 was quarantined upstream - payment follows its order
payments,PMT-032031,quarantined,order O034775 was quarantined upstream - payment follows its order
payments,PMT-032099,quarantined,order O034846 was quarantined upstream - payment follows its order
payments,PMT-032109,quarantined,order O034856 was quarantined upstream - payment follows its order
