order_id,product_id,qty,unit_price,discount
O004253,P03867,1,4.42,0.05
O029295,P02906,3,17.7,0.0
O029295,P02801,1,31.51,0.0
O004174,P02143,1,103.0,0.2
O004174,P00633,1,20.3,0.0
O004709,P03372,1,16.28,0.0
O004709,P01275,1,12.82,0.0
O038892,P04524,1,6.25,0.2
O038892,P00478,2,10.32,0.1
O038892,P00478,1,10.32,0.0
O029916,P04324,1,39.79,0.0
O024204,P04579,1,5.83,0.0
O024204,P02152,3,19.88,0.05
O022829,P04819,1,3.13,0.0
O022829,P02490,2,5.17,0.0
O022829,P01374,2,58.21,0.0
O022829,P01090,1,19.61,0.0
O014334,P03166,3,18.88,0.0
O014334,P04633,1,20.36,0.05
O020310,P00516,2,4.82,0.2
O020310,P02136,2,12.81,0.2
O020310,P01165,2,84.68,0.05
O020310,P01165,3,84.68,0.1
O017335,P02833,1,7.81,0.1
O017335,P02833,2,7.81,0.2
O017335,P03861,3,18.6,0.0
O035774,P03159,1,7.01,0.05
O035774,P00978,2,32.73,0.0
O014335,P01872,1,52.96,0.2
O034309,P02930,3,98.37,0.1
O034309,P00462,1,6.76,0.0
O034309,P00462,2,6.76,0.0
O043933,P02352,1,28.97,0.1
O043933,P00594,2,81.93,0.0
O043888,P02021,3,22.83,0.1
O033567,P04754,1,40.02,0.0
O033567,P03573,1,28.43,0.0
O049534,P91368,2,7.74,0.0
O030022,P90185,1,22.75,0.2
O003482,P00950,1,7.68,0.0
O003482,P01097,1,22.02,0.1
O008499,P01237,3,19.17,0.1
O008499,P02910,3,39.02,0.0
O008499,P01068,2,9.23,0.2
O028122,P03724,1,69.81,0.1
O028122,P03532,1,13.37,0.0
O004712,P00565,1,12.91,0.05
O004712,P04073,3,16.14,0.0
O019108,P01542,1,8.26,0.0
O020964,P01134,3,13.44,0.0
O020964,P02987,1,59.94,0.2
O020964,P01134,1,13.44,0.2
O020964,P01065,2,29.19,0.2
O020964,P01065,1,29.19,0.2
O042890,P02632,2,40.57,0.0
O042890,P00900,2,39.4,0.1
O006428,P01035,1,14.42,0.0
O006428,P04594,3,30.63,0.2
O010576,P04477,3,16.44,0.0
O010576,P00223,2,48.54,0.0
O010576,P03741,1,26.36,0.2
O011401,P02207,1,26.72,0.0
O011401,P00875,1,16.51,0.05
O021783,P00157,1,26.95,0.1
O013598,P04718,2,39.35,0.1
O006919,P00644,2,26.71,0.2
O047029,P03015,2,12.48,0.0
O047029,P00462,2,6.76,0.0
O017086,P01269,2,8.4,0.0
O017086,P01269,3,8.4,0.1
O017086,P03889,2,23.79,0.0
O017086,P00498,3,46.67,0.0
O017086,P02958,2,3.51,0.0
O017086,P00598,1,18.99,0.0
O045888,P01344,3,35.86,0.05
O045888,P01210,1,112.02,0.1
O045888,P01074,3,91.04,0.1
O045888,P04849,2,24.03,0.0
O040428,P00311,3,6.04,0.1
O040428,P03823,3,38.67,0.0
O040428,P00425,3,21.07,0.0
O040428,P01936,2,19.17,0.2
O040428,P00311,2,6.04,0.05
O034631,P00840,2,23.68,0.05
O034631,P04539,1,30.96,0.2
O029586,P00059,1,65.08,0.0
O029586,P00608,1,17.14,0.1
O029586,P04335,1,28.61,0.05
O029586,P00608,2,17.14,0.0
O006754,P03816,3,22.56,0.0
O037455,P02516,2,40.07,0.0
O041743,P02625,2,19.47,0.1
O041743,P01750,3,13.46,0.0
O041743,P01388,2,13.75,0.1
O041743,P01965,1,7.86,0.0
O041743,P03474,2,15.01,0.2
O041743,P03474,1,15.01,0.0
O034829,P02580,1,15.2,0.0
O034829,P04054,2,10.33,0.2
O034829,P04855,1,187.48,0.05
O042530,P03589,1,7.65,0.0
O042530,P00364,1,9.79,0.2
O042530,P03756,3,85.65,0.1
O045995,P02945,2,131.16,0.05
O040088,P03790,3,23.07,0.0
O040088,P03322,2,19.57,0.0
O040088,P00790,1,23.46,0.1
O030527,P03636,2,19.92,0.2
O030527,P00882,3,2.28,0.0
O013219,P03750,1,73.8,0.1
O026806,P04372,2,19.87,0.2
O015471,P02437,1,25.06,0.2
O015471,P03132,3,41.59,0.0
O015471,P02437,1,25.06,0.05
O029282,P01587,2,14.2,0.1
O031943,P00562,1,14.96,0.0
O031943,P00109,1,14.06,0.1
O006830,P03048,1,32.61,0.2
O006830,P03048,3,32.61,0.0
O006830,P02159,1,28.31,0.0
O006830,P03991,2,5.31,0.0
O021316,P00807,1,13.28,0.2
O021316,P01406,3,4.12,0.0
O013416,P01261,3,11.3,0.0
O023775,P01815,1,7.31,0.1
O023775,P04683,2,5.65,0.0
O023775,P01014,1,18.74,0.2
O023775,P04683,3,5.65,0.0
O000934,P03128,3,129.66,0.0
O000934,P01874,3,8.58,0.05
O021749,P04318,3,14.01,0.05
O021749,P01733,2,2.97,0.0
O032567,P03498,2,11.88,0.0
O041759,P01458,1,11.48,0.0
O041759,P04321,1,84.34,0.1
O041759,P00335,2,9.56,0.2
O041759,P02498,3,20.43,0.05
O041759,P04830,1,15.15,0.0
O036673,P01953,3,70.5,0.05
O036673,P04620,3,45.96,0.0
O036673,P02321,2,90.45,0.0
O036673,P02877,1,10.64,0.0
O006710,P03540,1,14.63,0.0
O013939,P01156,1,115.8,0.0
O006529,P00879,1,106.37,0.0
O006529,P04922,2,19.43,0.0
O022038,P04814,2,25.81,0.2
O022038,P01591,2,2.41,0.0
O022038,P04629,1,4.39,0.2
O010487,P02342,1,67.26,0.05
O038723,P02976,2,76.93,0.0
O038723,P03888,2,57.49,0.1
O038723,P02480,2,8.22,0.0
O038723,P02306,2,10.53,0.0
O038392,P00520,2,249.95,0.0
O033920,P01756,1,34.1,0.05
O033920,P02428,3,40.48,0.2
O033920,P02024,2,26.95,0.05
O013464,P00806,3,6.68,0.2
O013464,P04402,1,26.55,0.0
O013464,P03262,1,18.92,0.1
O039179,P02601,1,31.77,0.1
O039179,P00434,1,8.9,0.1
O039179,P00434,2,8.9,0.05
O035274,P01503,3,7.77,0.05
O035274,P03331,1,21.32,0.2
O035274,P01503,1,7.77,0.0
O035274,P04836,1,13.93,0.1
O009214,P01551,1,38.29,0.0
O009214,P01551,2,38.29,0.05
O040905,P02019,1,42.16,0.2
O044606,P04602,1,36.87,0.1
O047991,P02089,1,17.15,0.1
O047991,P02910,1,39.02,0.1
O047991,P02910,1,39.02,0.1
O047991,P02757,2,77.49,0.05
O034399,P04067,2,9.36,0.0
O034399,P01688,3,27.74,0.0
O003416,P01592,2,109.32,0.0
O049835,P90230,2,16.25,0.05
O031766,P01538,1,26.38,0.1
O031766,P02274,1,38.57,0.2
O031766,P03547,1,129.74,0.0
O031766,P04928,1,10.37,0.1
O045469,P02789,2,20.98,0.0
O045469,P04554,1,18.97,0.0
O045469,P02500,1,23.05,0.0
O045469,P04001,1,22.3,0.1
O045469,P00767,1,7.93,0.2
O001002,P01178,3,10.86,0.0
O001002,P02481,2,24.67,0.2
O001002,P02481,1,24.67,0.0
O001002,P01178,3,10.86,0.2
O001002,P00132,1,11.5,0.1
O001002,P01178,2,10.86,0.0
O026818,P03083,1,14.74,0.2
O034326,P01761,1,29.35,0.1
O015966,P03750,1,73.8,0.2
O015966,P01942,1,3.67,0.2
O015966,P01129,1,5.39,0.1
O015966,P01537,2,263.29,0.2
O015966,P02202,1,10.86,0.05
O015966,P03750,1,73.8,0.1
O006850,P01665,1,58.15,0.05
O006850,P03920,2,16.64,0.0
O006850,P00065,1,7.97,0.0
O033692,P03668,2,5.8,0.1
O028969,P01107,2,6.88,0.0
O011904,P00031,1,27.36,0.1
O011904,P03686,1,35.48,0.0
O012968,P04939,1,37.99,0.2
O049643,P02593,2,15.79,0.2
O049643,P00122,1,25.35,0.0
O001607,P03123,1,16.29,0.05
O001607,P03123,3,16.29,0.1
O001607,P03123,2,16.29,0.0
O010151,P00109,1,14.06,0.0
O010151,P04234,2,11.27,0.2
O010151,P00653,1,26.82,0.0
O001543,P03563,1,11.25,0.05
O001543,P03745,3,53.51,0.0
O001543,P02394,1,20.7,0.1
O001543,P03687,2,11.8,0.2
O009110,P01823,1,7.82,0.05
O000590,P04849,3,24.03,0.1
O000590,P01445,1,9.91,0.1
O017450,P04051,1,11.83,0.0
O047120,P03300,2,24.3,0.0
O047120,P04095,2,15.67,0.2
O047120,P00864,1,13.52,0.0
O047120,P03927,1,34.87,0.2
O047120,P00864,1,13.52,0.0
O047120,P03300,3,24.3,0.0
O025478,P04699,2,4.45,0.0
O025478,P01992,2,9.95,0.1
O044782,P02777,1,19.17,0.05
O044782,P03481,2,20.1,0.2
O001578,P00602,3,43.39,0.1
O001578,P03089,2,33.01,0.1
O045538,P02471,3,145.85,0.2
O045538,P00242,2,68.56,0.1
O038449,P04528,2,3.23,0.1
O006301,P01315,2,37.45,0.05
O006301,P03911,2,192.19,0.05
O029908,P00252,1,2.94,0.2
O022743,P03901,3,32.02,0.1
O022743,P03311,3,71.64,0.0
O022743,P01144,2,17.78,0.0
O022743,P03123,1,16.29,0.0
O043784,P04920,2,6.31,0.1
O022470,P01470,3,18.04,0.0
O031345,P00749,2,92.97,0.2
O031345,P00749,1,92.97,0.1
O045931,P01438,2,33.51,0.05
O045931,P02328,1,33.32,0.0
O045931,P92118,1,18.7,0.05
O013578,P04239,3,9.8,0.0
O049214,P03470,2,12.85,0.0
O001542,P00610,3,72.93,0.0
O036017,P03068,2,22.08,0.2
O049948,P03945,1,100.8,0.0
O007502,P04401,2,20.2,0.0
O007502,P01304,2,10.68,0.0
O005536,P04389,1,12.55,0.05
O005536,P01856,1,8.3,0.0
O005536,P01740,1,11.21,0.05
O032349,P04902,1,62.04,0.0
O032349,P04902,2,62.04,0.1
O032349,P01916,3,17.07,0.05
O032349,P03193,2,17.7,0.1
O032349,P03822,2,33.64,0.0
O013474,P02419,2,97.15,0.2
O013474,P02808,2,73.51,0.2
O013474,P01329,3,27.77,0.05
O029109,P01827,2,22.98,0.0
O029109,P00208,1,14.8,0.0
O029109,P03290,1,3.55,0.0
O021582,P00261,2,53.24,0.0
O021582,P00261,1,53.24,0.1
O027695,P02362,2,12.1,0.2
O000841,P02447,2,28.48,0.05
O000841,P00835,1,18.41,0.05
O005798,P00425,2,21.07,0.1
O044180,P03719,2,27.81,0.0
O044180,P00071,3,35.16,0.0
O044180,P02678,3,17.38,0.05
O011577,P03293,1,9.09,0.05
O011577,P04770,1,11.88,0.0
O027685,P03913,1,12.18,0.1
O027685,P02607,1,24.27,0.05
O039513,P04730,1,14.1,0.2
O039513,P04730,2,14.1,0.1
O040191,P01036,2,26.16,0.1
O009590,P00516,1,4.82,0.0
O009590,P02232,1,3.79,0.0
O034666,P01420,1,19.37,0.0
O034666,P02602,1,47.96,0.05
O034666,P04371,1,6.24,0.1
O005178,P00126,2,21.33,0.05
O005178,P04508,1,8.54,0.1
O005178,P03771,3,53.29,0.0
O004459,P01315,1,37.45,0.0
O004459,P04691,1,13.09,0.1
O004459,P01315,3,37.45,0.0
O001532,P02967,2,43.43,0.2
O030847,P03414,1,39.44,0.1
O017592,P04341,1,5.41,0.2
O017592,P02744,1,22.44,0.0
O017592,P03877,1,6.08,0.1
O008344,P00823,2,12.09,0.0
O028436,P01807,3,42.1,0.2
O026528,P04404,2,16.97,0.2
O026528,P00008,1,7.64,0.2
O026528,P02355,2,50.67,0.0
O026528,P03336,1,19.98,0.0
O026528,P02225,1,23.26,0.1
O035712,P02888,1,22.94,0.0
O035712,P00060,1,10.33,0.05
O035712,P01706,1,37.22,0.0
O035712,P01622,2,45.31,0.0
O035712,P03851,2,2.59,0.1
O035712,P04833,1,62.72,0.0
O023672,P01934,1,11.47,0.0
O023672,P01203,1,5.76,0.0
O023672,P03988,3,23.61,0.1
O023672,P00362,3,8.0,0.0
O023672,P00779,1,150.88,0.05
O003519,P04419,2,9.59,0.1
O003519,P00765,1,8.88,0.2
O032997,P00087,1,36.03,0.0
O048484,P04011,2,57.69,0.0
O048484,P04430,1,35.56,0.05
O048807,P01358,2,23.0,0.0
O048807,P04990,2,6.31,0.0
O048807,P00816,1,21.85,0.0
O048807,P00816,3,21.85,0.05
O016825,P04745,2,84.31,0.05
O021851,P00888,3,11.28,0.0
O028588,P04522,2,43.39,0.1
O028588,P02941,1,32.91,0.1
O028588,P02238,3,7.72,0.0
O005817,P00201,3,28.2,0.05
O005817,P03255,2,16.1,0.0
O005817,P01852,3,29.23,0.2
O005817,P01757,2,23.99,0.0
O003360,P02102,2,124.2,0.05
O003360,P04733,2,27.19,0.0
O003360,P04733,3,27.19,0.2
O024014,P03424,2,8.44,0.0
O030872,P03043,3,55.69,0.2
O029434,P00562,1,14.96,0.0
O029434,P00211,1,32.3,0.1
O017853,P00439,2,26.71,0.1
O017853,P00147,3,5.05,0.05
O017853,P03118,3,35.22,0.0
O017853,P03988,2,23.61,0.0
O017853,P00779,3,150.88,0.1
O017853,P03118,2,35.22,0.1
O011587,P00173,1,15.92,0.1
O011587,P92079,3,15.92,0.0
O017215,P02468,2,15.79,0.05
O044754,P92155,1,11.41,0.05
O049831,P02298,3,9.74,0.0
O049831,P02298,2,9.74,0.1
O044215,P03583,3,10.16,0.0
O047337,P02940,1,86.0,0.1
O038486,P91681,1,12.47,0.0
O038486,P01320,1,33.44,0.0
O038486,P04210,2,8.32,0.0
O039922,P01028,1,31.05,0.05
O039922,P03027,1,38.4,0.0
O011163,P03846,3,24.6,0.0
O011163,P03846,2,24.6,0.0
O021681,P02125,3,19.58,0.0
O032318,P03927,2,34.87,0.0
O032318,P03472,2,15.51,0.0
O032318,P03300,2,24.3,0.0
O012635,P00298,1,15.19,0.1
O018850,P04982,2,7.31,0.0
O037677,P03763,2,39.16,0.1
O037677,P03298,1,52.78,0.0
O037677,P01153,2,17.86,0.2
O018016,P00930,1,10.86,0.0
O018016,P03880,3,17.01,0.05
O014782,P03240,2,21.58,0.2
O014782,P04301,1,76.88,0.0
O014782,P03389,1,21.3,0.0
O018296,P02846,2,7.58,0.0
O018296,P02389,1,74.24,0.0
O018296,P04812,2,17.88,0.1
O038587,P04688,1,17.38,0.0
O038587,P04931,3,8.04,0.2
O047711,P02241,2,31.16,0.1
O047711,P01279,1,41.21,0.2
O037883,P00559,2,67.9,0.05
O021779,P04011,1,57.69,0.0
O033368,P01048,1,28.69,0.0
O020544,P02119,1,3.27,0.0
O020544,P01032,3,4.21,0.2
O020544,P03222,1,86.6,0.0
O020544,P03222,1,86.6,0.1
O020544,P04319,3,11.86,0.2
O032490,P02079,1,58.79,0.0
O015590,P02078,1,48.96,0.0
O015590,P01647,1,23.67,0.0
O004847,P00069,1,33.12,0.0
O023177,P02782,3,8.15,0.1
O023177,P00614,2,15.1,0.0
O023177,P92187,2,50.25,0.2
O023177,P03525,2,14.43,0.05
O023177,P02410,2,19.96,0.2
O023177,P00614,2,15.1,0.0
O048353,P01184,1,19.14,0.0
O048353,P01907,1,20.34,0.0
O048353,P01548,2,14.81,0.0
O048353,P01630,1,16.29,0.05
O048353,P01630,1,16.29,0.0
O048353,P01263,2,7.81,0.1
O008073,P02586,1,110.45,0.05
O018348,P00695,1,28.71,0.1
O018348,P00455,2,21.62,0.1
O046182,P01562,1,6.13,0.0
O046182,P04424,2,17.74,0.0
O046182,P02869,2,12.61,0.2
O013786,P03996,3,36.13,0.0
O013786,P02411,1,2.43,0.05
O013786,P03952,1,30.01,0.1
O013786,P03569,2,10.49,0.0
O013786,P04982,1,7.31,0.0
O016390,P04986,1,20.12,0.1
O016390,P03992,1,4.92,0.05
O039331,P91602,1,9.54,0.0
O040147,P02270,2,40.73,0.2
O040147,P00645,2,33.38,0.0
O006171,P03472,3,15.51,0.0
O038856,P03619,2,19.06,0.1
O038856,P03619,3,19.06,0.0
O021642,P02454,2,24.78,0.0
O021642,P02268,3,16.69,0.0
O021642,P04637,1,7.88,0.0
O011763,P03294,2,29.21,0.0
O011763,P00812,1,145.55,0.0
O011763,P00812,3,145.55,0.0
O011763,P00812,1,145.55,0.0
O011763,P01284,1,8.82,0.0
O009090,P00842,2,9.58,0.1
O009090,P02074,2,35.14,0.0
O009090,P02074,1,35.14,0.0
O005331,P01418,2,44.45,0.1
O030038,P03212,1,45.25,0.05
O030038,P03728,1,47.36,0.0
O030038,P01970,1,71.73,0.2
O030038,P00292,2,30.06,0.1
O008972,P01446,1,2.01,0.1
O008972,P03390,1,91.55,0.05
O033259,P00095,1,40.37,0.05
O047891,P00232,1,24.89,0.0
O047891,P01975,2,16.51,0.0
O011305,P03985,1,20.85,0.1
O011305,P04120,1,33.19,0.05
O013243,P03346,3,10.66,0.0
O008422,P04955,1,105.04,0.0
O008422,P02389,1,74.24,0.0
O008422,P00035,1,14.85,0.05
O018667,P02942,1,36.76,0.05
O018489,P01423,1,10.1,0.0
O024611,P04592,3,36.07,0.1
O024611,P00206,2,4.75,0.0
O024611,P01763,1,25.78,0.0
O015680,P02290,1,13.94,0.2
O015680,P03638,2,80.91,0.05
O035538,P02739,2,18.93,0.0
O009772,P04078,1,12.2,0.05
O039443,P03110,1,4.68,0.0
O039443,P02736,2,13.92,0.1
O039443,P02069,1,178.8,0.1
O039443,P01408,1,8.98,0.2
O039443,P01408,3,8.98,0.2
O021694,P01341,1,22.37,0.2
O024166,P00333,1,29.09,0.0
O024166,P02473,3,14.07,0.0
O039774,P04197,1,17.59,0.0
O042262,P04271,2,78.2,0.05
O035047,P02362,2,12.1,0.0
O001670,P02693,2,22.77,0.0
O009566,P01121,3,27.77,0.05
O023303,P03429,1,7.52,0.0
O023303,P00541,1,57.65,0.0
O009978,P00160,2,18.83,0.2
O009978,P01537,1,263.29,0.2
O042286,P04808,2,32.74,0.1
O027284,P00286,2,31.86,0.0
O027284,P00283,1,30.1,0.0
O027284,P00675,1,26.85,0.2
O020304,P02477,2,56.36,0.0
O026844,P03475,1,47.29,0.1
O026844,P04726,1,5.57,0.2
O010255,P04612,1,6.17,0.0
O007324,P04118,2,16.85,0.1
O007324,P04832,2,11.39,0.0
O027621,P00715,2,76.24,0.0
O021487,P01728,1,18.76,0.1
O007111,P03358,1,23.28,0.05
O007111,P00337,1,22.28,0.0
O007111,P01080,1,20.3,0.0
O037416,P03723,1,39.84,0.2
O037416,P03723,3,39.84,0.05
O037416,P01988,1,12.27,0.0
O037416,P04313,3,26.95,0.1
O037416,P03072,1,6.53,0.0
O045214,P03959,1,25.25,0.05
O029031,P03609,2,7.22,0.1
O000043,P03787,1,11.65,0.0
O000043,P01835,3,20.75,0.2
O000043,P03787,2,11.65,0.0
O000043,P04483,1,7.07,0.2
O000043,P01510,2,14.19,0.0
O002997,P01725,2,43.01,0.0
O045060,P00440,2,17.28,0.2
O045060,P04873,1,12.43,0.0
O005660,P01384,2,7.21,0.0
O005660,P01569,1,18.45,0.1
O005660,P01482,1,29.41,0.0
O005660,P04384,2,106.12,0.0
O035734,P04858,2,60.54,0.05
O030786,P00821,1,17.59,0.0
O030786,P00588,1,12.52,0.0
O030786,P00821,1,17.59,0.1
O030786,P02635,2,65.71,0.05
O030786,P04421,2,60.62,0.2
O030786,P02807,1,86.4,0.2
O043612,P02384,2,24.73,0.1
O005330,P04529,3,19.88,0.0
O035118,P04724,2,13.87,0.0
O035118,P01614,2,59.26,0.2
O010145,P00107,2,19.5,0.2
O010918,P00688,3,13.11,0.0
O010918,P04384,3,106.12,0.2
O010918,P01482,2,29.41,0.2
O026825,P02478,3,34.48,0.0
O026825,P01823,3,7.82,0.05
O026825,P02048,2,11.52,0.2
O001827,P00056,2,96.62,0.05
O006329,P04903,1,66.03,0.0
O004756,P03960,1,24.17,0.0
O004756,P03856,1,60.72,0.0
O004756,P03960,2,24.17,0.2
O004756,P03856,3,60.72,0.0
O004756,P04975,2,21.07,0.0
O040919,P04777,1,61.2,0.0
O040919,P03354,1,4.76,0.1
O040919,P00012,1,54.01,0.0
O040919,P03612,3,27.5,0.1
O012561,P02691,1,26.68,0.05
O021376,P02826,2,10.41,0.1
O021376,P03519,2,76.23,0.1
O044089,P03355,2,31.26,0.0
O044089,P01124,1,29.02,0.1
O044089,P00148,2,5.32,0.2
O044089,P04680,1,10.31,0.0
O044089,P03541,1,11.38,0.0
O044089,P04680,1,10.31,0.0
O045437,P00073,2,19.04,0.0
O045437,P02433,1,14.92,0.0
O036379,P03338,2,30.48,0.1
O036379,P03328,1,15.94,0.0
O036379,P04328,2,22.7,0.2
O036379,P04828,2,24.41,0.05
O036379,P03182,2,13.6,0.0
O036379,P02947,1,3.81,0.2
O017185,P04939,3,37.99,0.2
O017185,P03509,2,5.86,0.0
O000586,P04329,2,36.77,0.2
O030504,P03366,1,28.4,0.2
O030504,P00665,1,10.47,0.1
O030504,P03718,2,12.14,0.05
O030504,P00227,2,37.92,0.0
O027795,P03537,1,14.19,0.2
O027795,P04144,3,67.76,0.2
O006479,P02760,1,2.16,0.1
O006479,P02760,2,2.16,0.0
O002035,P04527,1,23.79,0.0
O001637,P01905,1,865.92,0.0
O017489,P03046,2,28.15,0.2
O037734,P00033,2,88.36,0.0
O037734,P02528,1,54.98,0.2
O049361,P03509,2,5.86,0.0
O036417,P01205,2,5.24,0.0
O036079,P01726,1,55.62,0.05
O009323,P00818,1,19.56,0.05
O046303,P02447,1,28.48,0.0
O046303,P00319,3,28.95,0.2
O005827,P00528,1,17.14,0.2
O005827,P02219,1,19.18,0.0
O005827,P02219,3,19.18,0.1
O005827,P02219,1,19.18,0.0
O005827,P00759,1,5.87,0.05
O005827,P03403,1,16.06,0.1
O031331,P04151,1,10.47,0.0
O022145,P01741,1,22.53,0.0
O038456,P03060,2,25.93,0.05
O038456,P01516,1,15.77,0.05
O038456,P03283,1,22.16,0.05
O038456,P03060,1,25.93,0.1
O008935,P02316,1,22.66,0.0
O002734,P02399,1,4.41,0.05
O005325,P03112,2,28.31,0.0
O037297,P03279,2,39.8,0.0
O037297,P01059,2,13.25,0.05
O037297,P04744,1,9.62,0.0
O005946,P02434,1,20.25,0.0
O005946,P04430,3,35.56,0.0
O005946,P00445,1,22.76,0.1
O038585,P00845,1,2.74,0.0
O038585,P04522,1,43.39,0.05
O038585,P01373,1,27.08,0.0
O009187,P02835,2,54.19,0.1
O044636,P04721,1,5.48,0.05
O044636,P00314,1,43.75,0.0
O044636,P01624,2,10.36,0.0
O044636,P04678,1,53.28,0.0
O004941,P01905,1,865.92,0.2
O004941,P01905,3,865.92,0.1
O007998,P03224,1,13.37,0.0
O007998,P01363,2,77.71,0.05
O020470,P01652,1,46.75,0.05
O020470,P03397,1,7.54,0.0
O020470,P00525,2,64.78,0.0
O012129,P04584,1,22.3,0.0
O012129,P04806,1,32.32,0.0
O012129,P04718,1,39.35,0.0
O022138,P04660,2,7.12,0.0
O022138,P03932,2,24.35,0.0
O018505,P03408,2,13.37,0.05
O018505,P03262,2,18.92,0.0
O018505,P00371,2,189.62,0.2
O014191,P03890,1,5.24,0.1
O002794,P00529,3,39.79,0.1
O002794,P04688,2,17.38,0.1
O029542,P03748,1,7.03,0.0
O040653,P01697,2,42.38,0.0
O040653,P03073,2,22.25,0.05
O007148,P04491,1,7.1,0.05
O000625,P02592,2,25.71,0.0
O000625,P03183,1,16.08,0.0
O017118,P00197,1,18.13,0.2
O018861,P01139,2,11.76,0.0
O013731,P00701,1,44.75,0.2
O013731,P02909,3,5.35,0.0
O016907,P03822,3,33.64,0.05
O003176,P01170,2,7.07,0.0
O042226,P02421,1,3.36,0.1
O026845,P01572,2,27.57,0.2
O026845,P00633,1,20.3,0.0
O022165,P01705,1,52.06,0.2
O029502,P03060,3,25.93,0.05
O021884,P02075,2,28.77,0.05
O024581,P03431,1,69.34,0.0
O024581,P01267,1,8.92,0.0
O000766,P04671,1,10.37,0.05
O000766,P01085,1,2.37,0.2
O000766,P04760,1,27.77,0.0
O000766,P02569,2,55.37,0.0
O000766,P03362,2,43.02,0.1
O037438,P02468,1,15.79,0.05
O037438,P01609,1,9.69,0.1
O037438,P03652,2,9.14,0.0
O029795,P04605,2,13.64,0.0
O029795,P04046,2,33.49,0.1
O029795,P00383,2,75.4,0.0
O029795,P04046,3,33.49,0.2
O029795,P00383,2,75.4,0.2
O012394,P04964,3,36.46,0.1
O041977,P01756,1,34.1,0.0
O041977,P00478,1,10.32,0.05
O041977,P01756,2,34.1,0.1
O046087,P02371,1,26.84,0.0
O046087,P02274,1,38.57,0.0
O020220,P01250,2,10.92,0.2
O005511,P03780,3,10.14,0.05
O005511,P02395,2,30.78,0.2
O016589,P03647,3,57.08,0.0
O016589,P01778,2,10.75,0.0
O016589,P00028,3,5.68,0.0
O004319,P00046,1,53.24,0.1
O021440,P04596,3,20.43,0.0
O021440,P03025,1,24.99,0.2
O021440,P00974,2,3.21,0.1
O021440,P00616,1,5.8,0.05
O021440,P03733,2,35.19,0.1
O021440,P02562,1,32.59,0.2
O006998,P02971,1,17.75,0.2
O016978,P02102,2,124.2,0.0
O016978,P02102,1,124.2,0.0
O045721,P01594,1,33.92,0.2
O045721,P04081,1,13.55,0.0
O045721,P02313,1,2.76,0.2
O045721,P03385,1,11.43,0.0
O015219,P04987,1,17.55,0.0
O015219,P04065,1,51.82,0.0
O034319,P00629,2,14.7,0.0
O034319,P00586,1,25.59,0.2
O034319,P04780,2,23.95,0.2
O034319,P00798,1,5.94,0.05
O034319,P00586,2,25.59,0.05
O034319,P00629,3,14.7,0.0
O021384,P00344,1,31.28,0.2
O007556,P04894,2,5.95,0.0
O007556,P02900,1,15.55,0.0
O036075,P04142,1,13.53,0.0
O036075,P02275,2,10.07,0.0
O036075,P01767,3,18.96,0.0
O006158,P04930,1,27.56,0.05
O049960,P00141,2,6.35,0.0
O049960,P01162,2,15.59,0.0
O049960,P02175,1,58.62,0.0
O030469,P01408,1,8.98,0.2
O030469,P01408,1,8.98,0.05
O048271,P02726,1,2.6,0.1
O048271,P03714,3,16.92,0.05
O048696,P03082,1,4.12,0.1
O040332,P03989,1,13.84,0.0
O040332,P03989,2,13.84,0.1
O035597,P01846,3,13.08,0.0
O035597,P92099,2,13.08,0.2
O042242,P01060,1,13.91,0.1
O042242,P01722,1,69.97,0.05
O042242,P01333,3,30.5,0.0
O042242,P00833,2,38.23,0.05
O042242,P01765,2,42.35,0.05
O010847,P03443,2,41.77,0.2
O010847,P01718,1,15.86,0.1
O010847,P01718,2,15.86,0.0
O010847,P00403,1,8.74,0.0
O037784,P04632,1,23.49,0.1
O037784,P90210,2,10.5,0.2
O009949,P04119,3,21.09,0.0
O009949,P01617,1,8.16,0.0
O009949,P01617,1,8.16,0.05
O009949,P02455,2,43.21,0.1
O013812,P04322,1,26.32,0.0
O013812,P01796,1,10.0,0.1
O038365,P00233,1,8.61,0.0
O004861,P02464,2,34.55,0.2
O004861,P01276,1,5.27,0.2
O018187,P00637,1,38.25,0.05
O018187,P02448,1,20.63,0.0
O018187,P01461,1,10.63,0.05
O013847,P00074,1,13.52,0.05
O040504,P02302,1,30.3,0.0
O040504,P04938,1,7.11,0.2
O046236,P04394,1,15.99,0.0
O009205,P01594,1,33.92,0.0
O002349,P00811,1,23.26,0.0
O029189,P04503,3,76.88,0.0
O041250,P03520,2,32.27,0.0
O033438,P03662,2,17.96,0.0
O043665,P92195,2,12.59,0.0
O043665,P04028,1,8.44,0.0
O043665,P02992,1,19.97,0.2
O043665,P02636,3,59.2,0.05
O043665,P02992,2,19.97,0.2
O025859,P03352,1,34.08,0.0
O025859,P01864,1,5.53,0.0
O025859,P03124,2,35.83,0.0
O025859,P02017,2,10.73,0.1
O029599,P00620,1,21.74,0.05
O029599,P02648,1,23.6,0.05
O018160,P00405,2,35.49,0.2
O038965,P04996,2,6.51,0.0
O038965,P01064,3,17.89,0.0
O027738,P02262,2,112.11,0.1
O040206,P03583,2,10.16,0.05
O034090,P04959,1,32.87,0.0
O034090,P01975,1,16.51,0.1
O034090,P00565,1,12.91,0.0
