product_id,merchant_id,category,price
P00757,M0165,Beauty,19.49
P00758,M0088,Apparel,17.78
P00759,M0251,Electronics,7.16
P00760,M0084,Grocery,11.88
P00761,M0260,Sports & Outdoor,14.02
P00762,M0301,Apparel,8.92
P00763,M0385,Home & Living,36.45
P00764,M0048,Pet Supplies,72.02
P00765,M0304,Pet Supplies,10.83
P00766,M0035,Pet Supplies,31.66
P00767,M0135,Grocery,9.67
P00768,M0071,Grocery,18.64
P00769,M0065,Beauty,13.18
P00770,M0071,Grocery,42.17
P00771,M0018,Electronics,13.32
P00772,M0330,Sports & Outdoor,60.98
P00773,M0025,Grocery,19.67
P00774,M0160,Grocery,13.67
P00775,M0280,Home & Living,7.94
P00776,M0397,Home & Living,30.81
P00777,M0342,Apparel,54.91
P00778,M0055,Beauty,31.37
P00779,M0396,Grocery,184.0
P00780,M0262,Electronics,88.84
P00781,M0072,Electronics,18.6
P00782,M0180,Sports & Outdoor,18.43
P00783,M0368,Apparel,37.44
P00784,M0158,Sports & Outdoor,11.54
P00785,M0074,Electronics,70.08
P00786,M0351,Sports & Outdoor,33.97
P00787,M0382,Pet Supplies,30.9
P00788,M0391,Toys & Kids,45.52
P00789,M0383,Pet Supplies,115.65
P00790,M0350,Electronics,28.61
P00791,M0182,Electronics,22.16
P00792,M0077,Apparel,95.38
P00793,M0247,Grocery,58.6
P00794,M0089,Grocery,18.38
P00795,M0190,Apparel,24.65
P00796,M0263,Apparel,29.25
P00797,M0379,Beauty,33.98
P00798,M0116,Sports & Outdoor,7.24
P00799,M0101,Grocery,6.12
P00800,M0294,Apparel,11.04
P00801,M0003,Toys & Kids,10.3
P00802,M0227,Grocery,13.74
P00803,M0299,Apparel,43.43
P00804,M0221,Electronics,21.07
P00805,M0154,Apparel,29.28
P00806,M0332,Apparel,8.15
P00807,M0149,Grocery,16.19
P00808,M0285,Beauty,41.62
P00809,M0186,Beauty,41.91
P00810,M0011,Sports & Outdoor,12.78
P00811,M0213,Grocery,28.37
P00812,M0020,Beauty,177.5
P00813,M0373,Beauty,24.15
P00814,M0241,Electronics,13.15
P00815,M0149,Grocery,20.98
P00816,M0195,Pet Supplies,26.65
P00817,M0248,Beauty,21.41
P00818,M0105,Grocery,23.85
P00819,M0116,Sports & Outdoor,6.69
P00820,M0168,Electronics,10.32
P00821,M0104,Home & Living,21.45
P00822,M0304,Pet Supplies,21.14
P00823,M0042,Grocery,14.74
P00824,M0331,Sports & Outdoor,20.92
P00825,M0140,Beauty,25.92
P00826,M0225,Toys & Kids,54.62
P00827,M0064,Pet Supplies,22.44
P00828,M0155,Beauty,35.13
P00829,M0302,Grocery,15.07
P00830,M0109,Beauty,41.05
P00831,M0053,Apparel,34.4
P00832,M0209,Apparel,53.48
P00833,M0065,Beauty,46.62
P00834,M0126,Sports & Outdoor,41.67
P00835,M0181,Pet Supplies,22.45
P00836,M0226,Apparel,30.58
P00837,M0256,Electronics,63.89
P00838,M0271,Apparel,13.64
P00839,M0338,Apparel,13.94
P00840,M0027,Beauty,28.88
P00841,M0145,Pet Supplies,35.65
P00842,M0001,Home & Living,11.68
P00843,M0004,Beauty,22.94
P00844,M0085,Toys & Kids,22.54
P00845,M0240,Toys & Kids,3.34
P00846,M0358,Pet Supplies,20.13
P00847,M0310,Home & Living,21.29
P00848,M0259,Electronics,21.24
P00849,M0312,Toys & Kids,87.74
P00850,M0069,Home & Living,8.21
P00851,M0336,Grocery,11.68
P00852,M0357,Electronics,2.34
P00853,M0039,Apparel,15.91
P00854,M0188,Beauty,17.18
P00855,M0333,Electronics,15.5
P00856,M0191,Toys & Kids,66.48
P00857,M0337,Pet Supplies,53.23
P00858,M0375,Pet Supplies,26.31
P00859,M0190,Apparel,17.57
P00860,M0024,Pet Supplies,61.78
P00861,M0137,Sports & Outdoor,24.1
P00862,M0087,Home & Living,11.75
P00863,M0190,Apparel,5.24
P00864,M0235,Beauty,16.49
P00865,M0186,Beauty,48.38
P00866,M0079,Sports & Outdoor,190.35
P00867,M0121,Beauty,25.93
P00868,M0272,Home & Living,12.32
P00869,M0011,Sports & Outdoor,8.44
P00870,M0086,Toys & Kids,40.32
P00871,M0357,Electronics,5.01
P00872,M0040,Toys & Kids,40.26
P00873,M0166,Grocery,51.21
P00874,M0083,Electronics,36.33
P00875,M0042,Grocery,20.13
P00876,M0170,Home & Living,40.79
P00877,M0209,Apparel,28.61
P00878,M0071,Grocery,12.18
P00879,M0032,Electronics,129.72
P00880,M0054,Beauty,17.88
P00881,M0261,Grocery,49.31
P00882,M0345,Pet Supplies,2.78
P00883,M0073,Beauty,77.39
P00884,M0129,Sports & Outdoor,92.01
P00885,M0138,Home & Living,25.2
P00886,M0145,Pet Supplies,40.56
P00887,M0098,Toys & Kids,40.56
P00888,M0023,Electronics,13.76
P00889,M0211,Apparel,40.14
P00890,M0143,Apparel,11.85
P00891,M0137,Sports & Outdoor,14.18
P00892,M0106,Grocery,67.64
P00893,M0372,Toys & Kids,58.98
P00894,M0245,Toys & Kids,12.99
P00895,M0168,Electronics,12.68
P00896,M0083,Electronics,13.72
P00897,M0321,Apparel,47.44
P00898,M0356,Pet Supplies,9.97
P00899,M0013,Toys & Kids,33.82
P00900,M0372,Toys & Kids,48.05
P00901,M0280,Home & Living,22.66
P00902,M0040,Toys & Kids,60.89
P00903,M0302,Grocery,18.66
P00904,M0043,Toys & Kids,20.24
P00905,M0021,Sports & Outdoor,10.18
P00906,M0047,Beauty,61.28
P00907,M0184,Toys & Kids,12.31
P00908,M0248,Beauty,33.61
P00909,M0163,Beauty,23.01
P00910,M0049,Toys & Kids,9.51
P00911,M0080,Toys & Kids,14.18
P00912,M0341,Toys & Kids,85.16
P00913,M0386,Home & Living,29.41
P00914,M0302,Grocery,9.89
P00915,M0042,Grocery,32.29
P00916,M0328,Home & Living,21.51
P00917,M0277,Beauty,549.3
P00918,M0211,Apparel,31.71
P00919,M0058,Electronics,17.42
P00920,M0399,Apparel,88.06
P00921,M0178,Electronics,4.68
P00922,M0018,Electronics,26.71
P00923,M0084,Grocery,147.67
P00924,M0161,Pet Supplies,22.1
P00925,M0025,Grocery,5.16
P00926,M0130,Toys & Kids,17.18
P00927,M0188,Beauty,90.84
P00928,M0380,Apparel,34.41
P00929,M0035,Pet Supplies,11.53
P00930,M0231,Beauty,13.24
P00931,M0367,Beauty,14.82
P00932,M0323,Sports & Outdoor,33.96
P00933,M0370,Grocery,81.81
P00934,M0069,Home & Living,63.26
P00935,M0321,Apparel,36.98
P00936,M0392,Electronics,7.4
P00937,M0131,Sports & Outdoor,7.43
P00938,M0200,Pet Supplies,39.64
P00939,M0213,Grocery,7.31
P00940,M0198,Home & Living,20.03
P00941,M0116,Sports & Outdoor,32.26
P00942,M0389,Pet Supplies,8.81
P00943,M0383,Pet Supplies,9.76
P00944,M0153,Pet Supplies,22.54
P00945,M0323,Sports & Outdoor,38.6
P00946,M0160,Grocery,63.78
P00947,M0318,Toys & Kids,42.37
P00948,M0234,Grocery,26.21
P00949,M0189,Electronics,12.53
P00950,M0052,Electronics,9.36
P00951,M0262,Electronics,15.49
P00952,M0129,Sports & Outdoor,35.48
P00953,M0087,Home & Living,33.21
P00954,M0078,Electronics,3.71
P00955,M0393,Apparel,12.1
P00956,M0042,Grocery,72.53
P00957,M0320,Grocery,26.35
P00958,M0347,Pet Supplies,6.85
P00959,M0013,Toys & Kids,204.43
P00960,M0236,Toys & Kids,23.9
P00961,M0231,Beauty,34.67
P00962,M0144,Beauty,35.15
P00963,M0267,Beauty,17.62
P00964,M0164,Beauty,12.75
P00965,M0176,Beauty,165.59
P00966,M0173,Grocery,60.51
P00967,M0321,Apparel,51.41
P00968,M0254,Apparel,41.21
P00969,M0152,Apparel,9.94
P00970,M0371,Apparel,77.46
P00971,M0321,Apparel,11.49
P00972,M0374,Apparel,31.66
P00973,M0293,Pet Supplies,5.61
P00974,M0157,Electronics,3.91
P00975,M0310,Home & Living,32.67
P00976,M0132,Sports & Outdoor,11.84
P00977,M0109,Beauty,4.09
P00978,M0181,Pet Supplies,39.91
P00979,M0388,Grocery,165.35
P00980,M0228,Sports & Outdoor,85.68
P00981,M0154,Apparel,19.46
P00982,M0185,Beauty,24.73
P00983,M0117,Home & Living,54.54
P00984,M0264,Pet Supplies,67.35
P00985,M0141,Pet Supplies,18.01
P00986,M0222,Beauty,25.3
P00987,M0148,Electronics,32.15
P00988,M0129,Sports & Outdoor,40.39
P00989,M0389,Pet Supplies,21.76
P00990,M0139,Apparel,22.02
P00991,M0029,Sports & Outdoor,84.93
P00992,M0152,Apparel,72.86
P00993,M0213,Grocery,37.7
P00994,M0038,Grocery,115.26
P00995,M0123,Toys & Kids,17.33
P00996,M0067,Pet Supplies,105.71
P00997,M0201,Apparel,39.98
P00998,M0290,Beauty,465.88
P00999,M0388,Grocery,8.39
P01000,M0156,Toys & Kids,13.19
P01001,M0346,Apparel,35.76
P01002,M0086,Toys & Kids,35.08
P01003,M0313,Home & Living,141.9
P01004,M0226,Apparel,13.44
P01005,M0304,Pet Supplies,55.39
P01006,M0303,Home & Living,69.84
P01007,M0213,Grocery,46.26
P01008,M0103,Grocery,10.33
P01009,M0211,Apparel,87.09
P01010,M0331,Sports & Outdoor,74.17
P01011,M0389,Pet Supplies,42.08
P01012,M0372,Toys & Kids,29.49
P01013,M0073,Beauty,30.07
P01014,M0239,Apparel,22.85
P01015,M0042,Grocery,43.67
P01016,M0268,Apparel,25.23
P01017,M0397,Home & Living,11.43
P01018,M0022,Apparel,9.55
P01019,M0263,Apparel,12.47
P01020,M0379,Beauty,29.96
P01021,M0339,Electronics,23.94
P01022,M0157,Electronics,29.78
P01023,M0042,Grocery,38.5
P01024,M0370,Grocery,13.95
P01025,M0369,Home & Living,91.75
P01026,M0232,Grocery,19.28
P01027,M0392,Electronics,16.61
P01028,M0002,Grocery,37.87
P01029,M0247,Grocery,4.7
P01030,M0016,Grocery,12.04
P01031,M0375,Pet Supplies,59.32
P01032,M0273,Electronics,5.14
P01033,M0366,Sports & Outdoor,67.08
P01034,M0226,Apparel,95.59
P01035,M0034,Sports & Outdoor,17.59
P01036,M0011,Sports & Outdoor,31.9
P01037,M0135,Grocery,67.17
P01038,M0298,Beauty,16.12
P01039,M0061,Pet Supplies,53.57
P01040,M0341,Toys & Kids,13.41
P01041,M0096,Apparel,15.96
P01042,M0199,Apparel,11.95
P01043,M0082,Beauty,33.39
P01044,M0187,Electronics,69.56
P01045,M0181,Pet Supplies,20.79
P01046,M0003,Toys & Kids,7.81
P01047,M0228,Sports & Outdoor,9.26
P01048,M0315,Electronics,34.99
P01049,M0375,Pet Supplies,128.99
P01050,M0133,Home & Living,34.97
P01051,M0353,Apparel,17.32
P01052,M0352,Home & Living,48.89
P01053,M0396,Grocery,19.78
P01054,M0150,Home & Living,17.45
P01055,M0341,Toys & Kids,10.35
P01056,M0227,Grocery,87.15
P01057,M0024,Pet Supplies,2.5
P01058,M0109,Beauty,50.3
P01059,M0269,Sports & Outdoor,16.16
P01060,M0065,Beauty,16.96
P01061,M0174,Toys & Kids,112.51
P01062,M0310,Home & Living,12.9
P01063,M0060,Toys & Kids,13.3
P01064,M0199,Apparel,21.82
P01065,M0086,Toys & Kids,35.6
P01066,M0215,Toys & Kids,16.48
P01067,M0097,Electronics,5.95
P01068,M0387,Home & Living,11.26
P01069,M0031,Beauty,77.73
P01070,M0386,Home & Living,26.24
P01071,M0317,Toys & Kids,36.82
P01072,M0343,Sports & Outdoor,19.39
P01073,M0341,Toys & Kids,13.55
P01074,M0076,Beauty,111.03
P01075,M0373,Beauty,20.71
P01076,M0238,Beauty,16.46
P01077,M0385,Home & Living,65.79
P01078,M0352,Home & Living,12.81
P01079,M0232,Grocery,14.36
P01080,M0150,Home & Living,24.76
P01081,M0047,Beauty,24.54
P01082,M0041,Electronics,30.99
P01083,M0156,Toys & Kids,161.18
P01084,M0325,Pet Supplies,33.2
P01085,M0203,Beauty,2.89
P01086,M0193,Sports & Outdoor,32.91
P01087,M0098,Toys & Kids,25.38
P01088,M0226,Apparel,25.51
P01089,M0256,Electronics,30.61
P01090,M0393,Apparel,23.91
P01091,M0292,Apparel,23.4
P01092,M0243,Home & Living,42.6
P01093,M0365,Home & Living,15.06
P01094,M0170,Home & Living,10.46
P01095,M0374,Apparel,372.93
P01096,M0148,Electronics,12.88
P01097,M0052,Electronics,26.85
P01098,M0168,Electronics,6.38
P01099,M0052,Electronics,27.24
P01100,M0048,Pet Supplies,10.59
P01101,M0353,Apparel,16.47
P01102,M0318,Toys & Kids,62.84
P01103,M0089,Grocery,37.52
P01104,M0336,Grocery,40.92
P01105,M0028,Grocery,4.98
P01106,M0114,Beauty,128.15
P01107,M0283,Toys & Kids,8.39
P01108,M0122,Toys & Kids,97.1
P01109,M0293,Pet Supplies,61.52
P01110,M0350,Electronics,41.25
P01111,M0027,Beauty,11.36
P01112,M0010,Home & Living,28.12
P01113,M0377,Toys & Kids,16.06
P01114,M0209,Apparel,25.18
P01115,M0203,Beauty,19.59
P01116,M0186,Beauty,3.92
P01117,M0174,Toys & Kids,67.33
P01118,M0277,Beauty,22.81
P01119,M0232,Grocery,15.86
P01120,M0066,Apparel,14.82
P01121,M0251,Electronics,33.87
P01122,M0268,Apparel,10.97
P01123,M0046,Pet Supplies,3.22
P01124,M0151,Grocery,35.39
P01125,M0317,Toys & Kids,39.14
P01126,M0248,Beauty,20.5
P01127,M0055,Beauty,8.73
P01128,M0017,Sports & Outdoor,26.58
P01129,M0233,Home & Living,6.57
P01130,M0185,Beauty,9.73
P01131,M0385,Home & Living,12.48
P01132,M0209,Apparel,52.43
P01133,M0373,Beauty,17.7
P01134,M0086,Toys & Kids,16.39
P01135,M0179,Pet Supplies,142.48
P01136,M0056,Home & Living,33.69
P01137,M0230,Electronics,33.28
P01138,M0076,Beauty,17.59
P01139,M0197,Apparel,14.34
P01140,M0138,Home & Living,3.43
P01141,M0075,Toys & Kids,58.67
P01142,M0039,Apparel,36.73
P01143,M0205,Beauty,20.88
P01144,M0379,Beauty,21.68
P01145,M0080,Toys & Kids,47.59
P01146,M0162,Toys & Kids,6.05
P01147,M0090,Grocery,14.43
P01148,M0324,Pet Supplies,8.82
P01149,M0166,Grocery,120.83
P01150,M0390,Electronics,53.95
P01151,M0099,Toys & Kids,3.38
P01152,M0033,Home & Living,6.28
P01153,M0234,Grocery,21.78
P01154,M0261,Grocery,16.04
P01155,M0397,Home & Living,7.45
P01156,M0349,Electronics,141.22
P01157,M0354,Beauty,32.5
P01158,M0254,Apparel,37.61
P01159,M0144,Beauty,13.16
P01160,M0172,Home & Living,47.0
P01161,M0054,Beauty,17.42
P01162,M0173,Grocery,19.01
P01163,M0146,Grocery,42.52
P01164,M0015,Toys & Kids,5.66
P01165,M0082,Beauty,103.27
P01166,M0214,Beauty,28.91
P01167,M0148,Electronics,77.7
P01168,M0398,Electronics,9.32
P01169,M0192,Toys & Kids,10.69
P01170,M0384,Electronics,8.62
P01171,M0265,Pet Supplies,30.73
P01172,M0017,Sports & Outdoor,26.03
P01173,M0082,Beauty,16.15
P01174,M0283,Toys & Kids,9.85
P01175,M0219,Beauty,7.85
P01176,M0121,Beauty,23.49
P01177,M0209,Apparel,16.13
P01178,M0362,Pet Supplies,13.24
P01179,M0156,Toys & Kids,98.73
P01180,M0019,Grocery,22.78
P01181,M0125,Grocery,76.94
P01182,M0375,Pet Supplies,15.18
P01183,M0305,Sports & Outdoor,30.58
P01184,M0335,Beauty,23.34
P01185,M0365,Home & Living,5.32
P01186,M0048,Pet Supplies,88.72
P01187,M0114,Beauty,21.72
P01188,M0024,Pet Supplies,48.03
P01189,M0002,Grocery,12.47
P01190,M0334,Grocery,21.15
P01191,M0375,Pet Supplies,11.24
P01192,M0063,Apparel,74.62
P01193,M0289,Sports & Outdoor,32.47
P01194,M0214,Beauty,34.14
P01195,M0028,Grocery,83.29
P01196,M0367,Beauty,69.46
P01197,M0349,Electronics,48.85
P01198,M0227,Grocery,6.82
P01199,M0284,Beauty,13.12
P01200,M0159,Sports & Outdoor,9.94
P01201,M0318,Toys & Kids,47.22
P01202,M0179,Pet Supplies,28.61
P01203,M0396,Grocery,7.02
P01204,M0026,Toys & Kids,20.7
P01205,M0069,Home & Living,6.39
P01206,M0388,Grocery,23.39
P01207,M0116,Sports & Outdoor,5.53
P01208,M0125,Grocery,39.49
P01209,M0317,Toys & Kids,34.47
P01210,M0076,Beauty,136.61
P01211,M0206,Apparel,52.62
P01212,M0115,Sports & Outdoor,16.77
P01213,M0080,Toys & Kids,51.23
P01214,M0386,Home & Living,6.97
P01215,M0080,Toys & Kids,10.32
P01216,M0038,Grocery,33.11
P01217,M0270,Sports & Outdoor,3.52
P01218,M0347,Pet Supplies,23.73
P01219,M0051,Grocery,9.79
P01220,M0284,Beauty,26.87
P01221,M0217,Home & Living,9.3
P01222,M0333,Electronics,35.94
P01223,M0051,Grocery,24.96
P01224,M0391,Toys & Kids,86.52
P01225,M0248,Beauty,24.68
P01226,M0337,Pet Supplies,12.28
P01227,M0145,Pet Supplies,19.64
P01228,M0378,Toys & Kids,7.32
P01229,M0251,Electronics,35.36
P01230,M0051,Grocery,41.72
P01231,M0370,Grocery,226.39
P01232,M0319,Pet Supplies,14.02
P01233,M0121,Beauty,19.28
P01234,M0219,Beauty,14.61
P01235,M0156,Toys & Kids,29.69
P01236,M0218,Home & Living,34.59
P01237,M0387,Home & Living,23.38
P01238,M0360,Toys & Kids,65.22
P01239,M0087,Home & Living,14.08
P01240,M0389,Pet Supplies,59.59
P01241,M0176,Beauty,39.83
P01242,M0282,Beauty,24.27
P01243,M0306,Electronics,18.48
P01244,M0194,Apparel,217.89
P01245,M0183,Beauty,11.76
P01246,M0183,Beauty,32.08
P01247,M0346,Apparel,12.49
P01248,M0155,Beauty,122.37
P01249,M0112,Grocery,54.5
P01250,M0145,Pet Supplies,13.32
P01251,M0078,Electronics,38.91
P01252,M0157,Electronics,30.94
P01253,M0046,Pet Supplies,15.41
P01254,M0036,Home & Living,48.54
P01255,M0290,Beauty,34.83
P01256,M0031,Beauty,29.79
P01257,M0228,Sports & Outdoor,23.62
P01258,M0312,Toys & Kids,36.16
P01259,M0290,Beauty,30.16
P01260,M0179,Pet Supplies,25.87
P01261,M0078,Electronics,13.78
P01262,M0373,Beauty,112.66
P01263,M0335,Beauty,9.53
P01264,M0245,Toys & Kids,36.05
P01265,M0035,Pet Supplies,18.39
P01266,M0015,Toys & Kids,119.53
P01267,M0127,Home & Living,10.88
P01268,M0064,Pet Supplies,12.66
P01269,M0345,Pet Supplies,10.25
P01270,M0083,Electronics,32.82
P01271,M0114,Beauty,7.13
P01272,M0391,Toys & Kids,15.95
P01273,M0328,Home & Living,3.54
P01274,M0088,Apparel,30.46
P01275,M0154,Apparel,15.64
P01276,M0207,Grocery,6.43
P01277,M0266,Sports & Outdoor,65.17
P01278,M0375,Pet Supplies,7.56
P01279,M0349,Electronics,50.26
P01280,M0391,Toys & Kids,13.05
P01281,M0017,Sports & Outdoor,103.69
P01282,M0095,Pet Supplies,48.16
P01283,M0226,Apparel,9.9
P01284,M0020,Beauty,10.75
P01285,M0143,Apparel,42.31
P01286,M0062,Toys & Kids,19.37
P01287,M0374,Apparel,21.06
P01288,M0026,Toys & Kids,77.09
P01289,M0060,Toys & Kids,12.51
P01290,M0079,Sports & Outdoor,26.63
P01291,M0060,Toys & Kids,57.93
P01292,M0228,Sports & Outdoor,50.82
P01293,M0146,Grocery,21.25
P01294,M0365,Home & Living,18.92
P01295,M0105,Grocery,5.13
P01296,M0215,Toys & Kids,9.48
P01297,M0265,Pet Supplies,32.67
P01298,M0251,Electronics,21.67
P01299,M0319,Pet Supplies,26.24
P01300,M0081,Pet Supplies,62.51
P01301,M0203,Beauty,8.43
P01302,M0321,Apparel,19.83
P01303,M0346,Apparel,29.07
P01304,M0248,Beauty,13.02
P01305,M0261,Grocery,88.97
P01306,M0346,Apparel,55.57
P01307,M0250,Home & Living,31.85
P01308,M0380,Apparel,123.32
P01309,M0052,Electronics,6.37
P01310,M0140,Beauty,24.36
P01311,M0045,Home & Living,34.11
P01312,M0037,Grocery,10.77
P01313,M0189,Electronics,32.16
P01314,M0091,Beauty,9.06
P01315,M0163,Beauty,45.67
P01316,M0176,Beauty,63.56
P01317,M0249,Grocery,31.35
P01318,M0379,Beauty,4.63
P01319,M0340,Pet Supplies,10.28
P01320,M0152,Apparel,40.78
P01321,M0131,Sports & Outdoor,25.01
P01322,M0309,Apparel,2.17
P01323,M0050,Grocery,75.08
P01324,M0217,Home & Living,27.74
P01325,M0170,Home & Living,11.74
P01326,M0074,Electronics,60.07
P01327,M0247,Grocery,13.33
P01328,M0129,Sports & Outdoor,13.2
P01329,M0075,Toys & Kids,33.87
P01330,M0262,Electronics,121.87
P01331,M0070,Beauty,105.77
P01332,M0270,Sports & Outdoor,33.91
P01333,M0065,Beauty,37.19
P01334,M0174,Toys & Kids,50.02
P01335,M0324,Pet Supplies,7.91
P01336,M0092,Grocery,43.8
P01337,M0308,Sports & Outdoor,12.67
P01338,M0289,Sports & Outdoor,32.68
P01339,M0362,Pet Supplies,19.99
P01340,M0068,Apparel,38.52
P01341,M0287,Electronics,27.28
P01342,M0375,Pet Supplies,1.54
P01343,M0306,Electronics,28.82
P01344,M0076,Beauty,43.73
P01345,M0329,Electronics,36.65
P01346,M0043,Toys & Kids,22.37
P01347,M0236,Toys & Kids,107.55
P01348,M0200,Pet Supplies,32.47
P01349,M0213,Grocery,36.38
P01350,M0208,Pet Supplies,62.81
P01351,M0013,Toys & Kids,34.0
P01352,M0204,Toys & Kids,10.93
P01353,M0375,Pet Supplies,2.73
P01354,M0175,Toys & Kids,15.97
P01355,M0111,Apparel,48.66
P01356,M0398,Electronics,17.85
P01357,M0040,Toys & Kids,50.45
P01358,M0195,Pet Supplies,28.05
P01359,M0206,Apparel,78.2
P01360,M0192,Toys & Kids,18.81
P01361,M0369,Home & Living,37.37
P01362,M0169,Apparel,38.68
P01363,M0390,Electronics,94.77
P01364,M0027,Beauty,5.28
P01365,M0294,Apparel,16.24
P01366,M0238,Beauty,52.65
P01367,M0097,Electronics,98.62
P01368,M0092,Grocery,30.45
P01369,M0288,Sports & Outdoor,18.85
P01370,M0256,Electronics,48.49
P01371,M0245,Toys & Kids,53.62
P01372,M0021,Sports & Outdoor,17.75
P01373,M0240,Toys & Kids,33.03
P01374,M0393,Apparel,70.99
P01375,M0007,Grocery,5379.2
P01376,M0188,Beauty,47.86
P01377,M0198,Home & Living,25.53
P01378,M0359,Home & Living,23.37
P01379,M0114,Beauty,40.51
P01380,M0191,Toys & Kids,22.11
P01381,M0287,Electronics,29.1
P01382,M0025,Grocery,9.47
P01383,M0321,Apparel,78.83
P01384,M0329,Electronics,8.79
P01385,M0288,Sports & Outdoor,16.63
P01386,M0260,Sports & Outdoor,26.78
P01387,M0300,Home & Living,147.21
P01388,M0313,Home & Living,16.77
P01389,M0362,Pet Supplies,13.47
P01390,M0172,Home & Living,14.94
P01391,M0183,Beauty,109.18
P01392,M0256,Electronics,1.95
P01393,M0078,Electronics,9.95
P01394,M0343,Sports & Outdoor,286.62
P01395,M0309,Apparel,41.75
P01396,M0253,Electronics,9.07
P01397,M0121,Beauty,23.62
P01398,M0140,Beauty,26.07
P01399,M0174,Toys & Kids,52.54
P01400,M0266,Sports & Outdoor,128.45
P01401,M0312,Toys & Kids,34.8
P01402,M0269,Sports & Outdoor,15.09
P01403,M0372,Toys & Kids,49.82
P01404,M0385,Home & Living,13.09
P01405,M0282,Beauty,9.68
P01406,M0149,Grocery,5.03
P01407,M0240,Toys & Kids,6.0
P01408,M0171,Home & Living,10.95
P01409,M0252,Beauty,8.5
P01410,M0325,Pet Supplies,32.52
P01411,M0148,Electronics,8.34
P01412,M0203,Beauty,1.5
P01413,M0019,Grocery,9.59
P01414,M0295,Sports & Outdoor,16.04
P01415,M0196,Home & Living,14.23
P01416,M0184,Toys & Kids,96.31
P01417,M0213,Grocery,14.12
P01418,M0087,Home & Living,54.21
P01419,M0240,Toys & Kids,24.12
P01420,M0299,Apparel,23.62
P01421,M0140,Beauty,11.57
P01422,M0053,Apparel,23.27
P01423,M0155,Beauty,12.32
P01424,M0080,Toys & Kids,28.59
P01425,M0150,Home & Living,19.83
P01426,M0251,Electronics,10.48
P01427,M0046,Pet Supplies,59.9
P01428,M0299,Apparel,36.02
P01429,M0090,Grocery,16.39
P01430,M0358,Pet Supplies,27.96
P01431,M0293,Pet Supplies,22.75
P01432,M0110,Toys & Kids,11.24
P01433,M0226,Apparel,26.14
P01434,M0045,Home & Living,14.03
P01435,M0040,Toys & Kids,10.48
P01436,M0383,Pet Supplies,5.69
P01437,M0321,Apparel,17.77
P01438,M0062,Toys & Kids,40.86
P01439,M0114,Beauty,13.13
P01440,M0080,Toys & Kids,237.14
P01441,M0159,Sports & Outdoor,54.44
P01442,M0117,Home & Living,79.35
P01443,M0132,Sports & Outdoor,50.19
P01444,M0212,Toys & Kids,130.01
P01445,M0076,Beauty,12.08
P01446,M0354,Beauty,2.45
P01447,M0292,Apparel,16.42
P01448,M0305,Sports & Outdoor,40.54
P01449,M0068,Apparel,28.12
P01450,M0284,Beauty,31.44
P01451,M0335,Beauty,80.55
P01452,M0071,Grocery,34.6
P01453,M0301,Apparel,50.35
P01454,M0144,Beauty,10.53
P01455,M0316,Toys & Kids,9.15
P01456,M0192,Toys & Kids,104.87
P01457,M0321,Apparel,26.86
P01458,M0059,Toys & Kids,14.0
P01459,M0156,Toys & Kids,14.02
P01460,M0110,Toys & Kids,13.68
P01461,M0100,Electronics,12.96
P01462,M0124,Beauty,7.73
P01463,M0153,Pet Supplies,6.36
P01464,M0051,Grocery,20.58
P01465,M0283,Toys & Kids,14.39
P01466,M0221,Electronics,66.45
P01467,M0332,Apparel,31.94
P01468,M0283,Toys & Kids,31.15
P01469,M0060,Toys & Kids,12.57
P01470,M0028,Grocery,22.0
P01471,M0170,Home & Living,33.95
P01472,M0193,Sports & Outdoor,46.74
P01473,M0097,Electronics,22.54
P01474,M0313,Home & Living,64.79
P01475,M0233,Home & Living,24.71
P01476,M0300,Home & Living,50.08
P01477,M0044,Apparel,15.79
P01478,M0327,Electronics,4.8
P01479,M0083,Electronics,31.23
P01480,M0180,Sports & Outdoor,47.12
P01481,M0176,Beauty,41.17
P01482,M0329,Electronics,35.87
P01483,M0111,Apparel,17.93
P01484,M0097,Electronics,11.87
P01485,M0136,Apparel,40.31
P01486,M0145,Pet Supplies,36.01
P01487,M0073,Beauty,14.81
P01488,M0071,Grocery,66.59
P01489,M0093,Grocery,11.08
P01490,M0187,Electronics,14.51
P01491,M0138,Home & Living,107.0
P01492,M0157,Electronics,53.61
P01493,M0288,Sports & Outdoor,17.77
P01494,M0097,Electronics,31.77
P01495,M0364,Pet Supplies,28.2
P01496,M0301,Apparel,2.07
P01497,M0070,Beauty,10.85
P01498,M0126,Sports & Outdoor,23.44
P01499,M0074,Electronics,17.8
P01500,M0110,Toys & Kids,30.64
P01501,M0147,Home & Living,67.8
P01502,M0053,Apparel,18.37
P01503,M0006,Grocery,9.47
P01504,M0176,Beauty,32.86
P01505,M0281,Apparel,18.28
P01506,M0122,Toys & Kids,21.32
P01507,M0345,Pet Supplies,18.87
P01508,M0148,Electronics,184.5
P01509,M0361,Grocery,3.27
P01510,M0095,Pet Supplies,17.3
P01511,M0216,Apparel,24.45
P01512,M0306,Electronics,12.15
P01513,M0024,Pet Supplies,55.14
P01514,M0373,Beauty,51.01
P01515,M0146,Grocery,23.5
P01516,M0200,Pet Supplies,19.23
P01517,M0252,Beauty,22.18
P01518,M0258,Home & Living,22.32
P01519,M0010,Home & Living,22.86
P01520,M0347,Pet Supplies,20.71
