customer_id,signup_date,channel_id,region
C006233,2023-07-03 22:18:30,paid_search,MY
C006234,2024-12-24 17:10:08,social,PH
C006235,2023-07-24 21:46:37,organic,ID
C006236,2024-06-15 12:21:17,referral,MY
C006237,2024-11-30 03:21:42,social,SG
C006238,2024-11-29 23:20:40,organic,TH
C006239,2024-09-16 08:58:48,email,TH
C006240,2023-04-12 01:30:41,organic,SG
C006241,2023-08-08 13:28:09,social,MY
C006242,2023-11-05 08:23:08,social,SG
C006243,2023-12-12 03:47:39,organic,ID
C006244,2024-06-20 22:38:54,organic,ID
C006245,2023-04-11 15:46:04,organic,VN
C006246,2024-10-27 13:40:00,email,SG
C006247,2023-03-05 08:42:42,email,SG
C006248,2024-07-23 09:43:21,organic,SG
C006249,2024-08-27 16:59:36,organic,PH
C006250,2024-04-28 13:18:26,referral,ID
C006251,2023-08-27 07:20:12,organic,SG
C006252,2023-09-27 13:26:14,paid_search,SG
C006253,2023-08-10 22:57:19,email,SG
C006254,2025-04-11 14:13:21,organic,TH
C006255,2025-02-06 01:07:11,affiliate,MY
C006256,2023-05-29 01:12:31,organic,TH
C006257,2023-01-30 05:18:45,referral,SG
C006258,2023-04-09 06:33:58,paid_search,MY
C006259,2024-11-06 19:04:42,organic,ID
C006260,2023-01-31 15:11:51,paid_search,SG
C006261,2023-01-18 18:27:30,affiliate,SG
C006262,2023-12-05 19:09:08,social,SG
C006263,2025-01-10 19:29:37,organic,TH
C006264,2023-07-22 13:54:02,affiliate,ID
C006265,2025-03-31 23:19:44,organic,MY
C006266,2023-12-04 10:26:44,organic,ID
C006267,2025-05-01 04:11:21,organic,SG
C006268,2024-07-12 04:24:43,referral,TH
C006269,2023-07-14 12:25:21,organic,TH
C006270,2025-04-09 08:21:17,organic,SG
C006271,2024-08-04 21:43:20,affiliate,VN
C006272,2025-06-27 15:09:49,social,MY
C006273,2023-11-16 13:43:35,paid_search,MY
C006274,2025-04-20 18:06:36,social,ID
C006275,2024-10-21 03:01:31,organic,TH
C006276,2024-03-17 12:54:42,paid_search,SG
C006277,2024-12-19 22:22:44,paid_search,SG
C006278,2024-12-05 04:42:45,social,PH
C006279,2023-06-10 14:23:55,email,PH
C006280,2023-08-01 04:52:27,paid_search,TH
C006281,2025-04-19 06:42:35,organic,SG
C006282,2023-05-21 05:48:49,paid_search,ID
C006283,2024-05-05 15:20:59,email,MY
C006284,2025-02-20 15:36:25,email,SG
C006285,2023-04-06 23:20:29,email,SG
C006286,2024-08-31 16:22:15,affiliate,VN
C006287,2024-09-10 20:41:13,referral,SG
C006288,2025-02-19 01:59:57,affiliate,SG
C006289,2023-04-25 08:13:42,social,SG
C006290,2024-10-15 23:26:16,organic,ID
C006291,2024-01-14 20:18:25,social,TH
C006292,2024-11-27 17:11:05,organic,SG
C006293,2023-04-17 01:16:43,organic,TH
C006294,2023-07-23 19:43:06,paid_search,SG
C006295,2024-04-04 06:39:49,paid_search,MY
C006296,2024-08-24 01:38:21,email,SG
C006297,2023-11-19 10:42:33,paid_search,MY
C006298,2024-04-10 23:48:02,organic,PH
C006299,2023-03-07 03:59:46,affiliate,TH
C006300,2023-11-02 11:51:57,social,SG
C006301,2025-06-06 12:44:15,organic,PH
C006302,2023-06-21 23:15:23,organic,ID
C006303,2025-01-08 10:38:13,organic,MY
C006304,2024-10-02 21:53:02,affiliate,VN
C006305,2024-06-03 13:24:43,organic,TH
C006306,2024-12-24 16:50:01,affiliate,TH
C006307,2023-03-05 21:58:15,organic,SG
C006308,2023-02-01 09:24:26,email,SG
C006309,2025-02-10 20:53:41,organic,VN
C006310,2024-09-15 20:48:47,paid_search,ID
C006311,2024-08-01 07:54:50,paid_search,TH
C006312,2023-11-05 00:55:45,paid_search,TH
C006313,2024-01-10 00:03:01,affiliate,VN
C006314,2023-10-29 22:38:01,email,MY
C006315,2025-06-03 01:32:22,organic,MY
C006316,2024-03-25 08:57:51,email,SG
C006317,2024-12-23 04:13:28,organic,SG
C006318,2024-12-07 09:32:07,affiliate,MY
C006319,2023-08-03 18:38:40,paid_search,MY
C006320,2025-02-23 16:31:11,organic,SG
C006321,2025-06-02 16:03:26,organic,ID
C006322,2024-04-18 16:27:05,organic,MY
C006323,2023-09-07 18:48:57,affiliate,MY
C006324,2024-03-28 03:55:20,paid_search,ID
C006325,2025-02-05 19:00:08,organic,MY
C006326,2024-07-22 10:50:13,referral,ID
C006327,2023-10-01 03:35:52,organic,ID
C006328,2024-12-31 03:24:06,organic,MY
C006329,2023-04-02 03:54:31,social,MY
C006330,2024-10-18 19:03:47,organic,SG
C006331,2023-02-08 05:24:43,referral,TH
C006332,2024-07-26 11:16:32,social,PH
C006333,2023-09-14 22:24:41,organic,SG
C006334,2024-04-05 03:34:18,paid_search,SG
C006335,2025-04-23 03:21:26,organic,VN
C006336,2025-04-03 13:20:21,social,TH
C006337,2024-07-01 09:26:41,social,MY
C006338,2025-01-08 06:33:08,email,ID
C006339,2023-12-31 01:52:08,paid_search,VN
C006340,2025-02-26 20:15:24,email,SG
C006341,2024-01-16 19:47:12,organic,ID
C006342,2024-12-28 15:17:20,affiliate,TH
C006343,2025-01-18 16:48:52,organic,SG
C006344,2024-08-04 15:28:50,referral,PH
C006345,2024-01-23 08:23:38,paid_search,PH
C006346,2024-07-06 11:23:10,organic,TH
C006347,2024-08-20 06:54:04,paid_search,ID
C006348,2024-08-28 19:06:38,affiliate,ID
C006349,2024-08-29 23:10:49,referral,ID
C006350,2024-07-02 15:54:00,email,SG
C006351,2023-06-11 09:26:56,paid_search,SG
C006352,2024-01-27 19:32:51,social,SG
C006353,2024-06-16 06:14:38,organic,MY
C006354,2023-08-26 09:52:54,social,TH
C006355,2024-03-13 08:14:51,organic,VN
C006356,2023-02-27 20:45:20,referral,MY
C006357,2024-02-10 09:56:47,email,ID
C006358,2024-12-18 14:19:18,paid_search,ID
C006359,2024-02-10 07:16:11,social,MY
C006360,2023-08-04 18:18:52,paid_search,ID
C006361,2024-12-21 04:34:32,organic,SG
C006362,2024-12-31 00:32:12,organic,SG
C006363,2024-01-08 11:48:27,organic,MY
C006364,2023-04-26 23:05:15,organic,PH
C006365,2024-09-02 20:07:49,social,PH
C006366,2024-03-31 20:22:40,email,ID
C006367,2023-11-19 11:33:42,paid_search,ID
C006368,2023-11-11 19:56:06,affiliate,ID
C006369,2025-02-19 20:55:55,referral,MY
C006370,2024-07-10 07:35:53,organic,SG
C006371,2023-01-18 07:06:12,paid_search,SG
C006372,2023-04-23 07:44:11,affiliate,SG
C006373,2023-08-06 03:51:54,organic,PH
C006374,2025-06-09 04:50:27,paid_search,TH
C006375,2024-06-20 11:22:09,affiliate,ID
C006376,2025-05-15 22:50:20,email,VN
C006377,2024-10-02 18:48:01,referral,ID
C006378,2023-05-14 14:07:45,referral,ID
C006379,2024-07-16 23:28:34,organic,TH
C006380,2025-01-30 09:41:56,email,SG
C006381,2023-09-20 21:54:05,referral,SG
C006382,2023-08-17 20:57:10,organic,ID
C006383,2023-11-19 03:11:30,organic,SG
C006384,2023-07-03 21:21:49,organic,ID
C006385,2023-10-08 02:48:07,email,VN
C006386,2023-12-07 19:03:27,email,VN
C006387,2023-04-22 21:37:03,referral,MY
C006388,2024-09-12 06:51:12,paid_search,SG
C006389,2024-05-16 08:01:24,social,PH
C006390,2024-02-10 05:26:37,organic,VN
C006391,2023-11-06 10:20:36,affiliate,MY
C006392,2024-04-28 04:07:33,social,VN
C006393,2024-05-29 15:25:42,email,VN
C006394,2025-02-02 05:01:38,paid_search,MY
C006395,2023-12-04 17:04:54,organic,MY
C006396,2025-03-11 17:28:54,organic,PH
C006397,2024-04-29 15:48:34,referral,TH
C006398,2024-06-27 21:58:36,organic,ID
C006399,2023-08-02 00:03:57,referral,PH
C006400,2024-04-28 02:16:07,organic,VN
C006401,2025-06-26 06:22:53,social,SG
C006402,2024-04-01 14:04:21,organic,MY
C006403,2024-12-18 20:38:37,organic,VN
C006404,2024-07-23 23:05:10,social,SG
C006405,2024-10-07 04:56:51,paid_search,SG
C006406,2025-02-01 01:11:04,paid_search,VN
C006407,2023-03-03 03:28:44,social,TH
C006408,2024-11-14 19:01:39,paid_search,SG
C006409,2024-03-31 15:48:07,social,SG
C006410,2023-06-16 16:18:55,social,VN
C006411,2024-08-07 01:59:58,organic,SG
C006412,2023-03-10 10:29:34,paid_search,SG
C006413,2024-07-02 02:51:30,organic,VN
C006414,2023-03-01 21:24:54,organic,TH
C006415,2024-05-20 08:38:20,organic,MY
C006416,2025-06-18 00:22:17,social,ID
C006417,2023-05-11 22:51:49,organic,MY
C006418,2023-05-15 08:42:47,referral,SG
C006419,2023-02-15 21:32:44,email,PH
C006420,2025-03-11 11:29:36,organic,ID
C006421,2023-06-02 06:02:38,social,ID
C006422,2024-08-27 13:35:08,organic,MY
C006423,2023-06-04 12:12:51,organic,ID
C006424,2023-02-14 20:01:28,affiliate,SG
C006425,2025-01-02 21:16:25,paid_search,MY
C006426,2024-07-31 21:28:23,organic,ID
C006427,2024-11-01 04:33:14,referral,TH
C006428,2024-09-29 19:53:05,affiliate,TH
C006429,2024-01-11 13:20:16,social,SG
C006430,2024-06-24 18:49:58,email,ID
C006431,2023-11-18 11:25:55,email,MY
C006432,2023-11-02 01:15:18,email,ID
C006433,2024-12-30 13:33:51,paid_search,VN
C006434,2025-05-22 11:11:52,referral,TH
C006435,2023-08-29 08:18:42,social,MY
C006436,2025-01-18 13:38:30,organic,TH
C006437,2025-01-02 00:47:15,organic,SG
C006438,2024-01-06 18:53:02,paid_search,SG
C006439,2024-11-06 06:58:13,organic,SG
C006440,2025-01-11 05:32:05,organic,MY
C006441,2024-09-27 21:12:59,paid_search,ID
C006442,2024-03-17 15:15:10,affiliate,MY
C006443,2023-05-31 14:35:08,organic,ID
C006444,2023-01-23 04:29:56,organic,SG
C006445,2023-09-11 02:59:17,referral,ID
C006446,2023-04-14 00:25:27,paid_search,SG
C006447,2024-03-10 09:11:41,email,MY
C006448,2024-06-28 12:06:12,social,ID
C006449,2023-06-24 05:24:55,social,SG
C006450,2024-10-01 20:21:40,organic,MY
C006451,2023-06-30 08:45:00,paid_search,TH
C006452,2023-01-14 14:56:13,social,SG
C006453,2024-07-15 03:36:19,organic,TH
C006454,2023-12-08 22:09:26,organic,SG
C006455,2023-07-28 16:57:17,paid_search,TH
C006456,2023-07-26 20:19:04,social,SG
C006457,2024-12-27 09:09:23,social,PH
C006458,2023-02-15 15:45:40,email,SG
C006459,2024-04-04 02:15:25,email,PH
C006460,2025-05-24 09:21:59,organic,SG
C006461,2025-03-16 13:58:44,affiliate,TH
C006462,2023-09-15 03:55:03,referral,MY
C006463,2024-06-11 21:14:21,organic,SG
C006464,2025-03-25 20:17:23,paid_search,SG
C006465,2024-03-19 16:05:58,paid_search,SG
C006466,2024-01-08 09:49:49,affiliate,MY
C006467,2025-04-20 01:45:49,paid_search,ID
C006468,2024-08-19 21:42:18,paid_search,MY
C006469,2024-05-10 15:33:52,affiliate,ID
C006470,2023-07-29 16:46:19,social,SG
C006471,2023-11-22 11:54:59,organic,ID
C006472,2025-04-13 16:21:44,social,TH
C006473,2023-12-26 07:41:39,email,SG
C006474,2023-04-10 17:07:46,paid_search,TH
C006475,2025-05-13 01:57:22,social,SG
C006476,2023-01-25 00:39:48,social,MY
C006477,2025-04-06 04:39:47,social,TH
C006478,2023-12-18 14:28:18,affiliate,ID
C006479,2024-08-18 18:42:19,social,ID
C006480,2023-09-12 06:53:39,social,MY
C006481,2023-06-03 13:59:19,email,ID
C006482,2023-05-26 07:50:28,organic,ID
C006483,2023-05-10 05:16:10,organic,PH
C006484,2023-06-27 08:57:56,affiliate,VN
C006485,2024-09-25 08:21:44,email,SG
C006486,2024-05-08 05:31:06,paid_search,MY
C006487,2023-09-22 23:55:52,organic,ID
C006488,2025-01-30 11:05:26,organic,TH
C006489,2024-01-28 08:21:48,organic,SG
C006490,2024-03-10 19:24:40,paid_search,VN
C006491,2023-01-27 22:04:46,social,ID
C006492,2025-05-17 06:04:35,organic,SG
C006493,2025-04-06 19:41:30,social,SG
C006494,2025-06-03 21:49:22,affiliate,ID
C006495,2024-02-23 21:46:34,affiliate,TH
C006496,2024-02-21 07:26:15,referral,MY
C006497,2024-01-14 17:11:13,paid_search,SG
C006498,2024-11-25 02:39:07,social,SG
C006499,2024-09-27 02:21:32,social,MY
C006500,2024-06-20 19:47:32,organic,ID
C006501,2025-05-19 17:48:36,referral,SG
C006502,2023-08-23 18:28:24,social,TH
C006503,2025-05-15 02:32:32,social,SG
C006504,2023-11-08 19:02:08,organic,TH
C006505,2024-05-18 17:51:01,organic,PH
C006506,2023-01-14 01:25:47,referral,SG
C006507,2023-10-16 18:33:59,organic,VN
C006508,2024-04-29 00:28:02,organic,TH
C006509,2023-10-09 20:12:11,social,VN
C006510,2025-03-17 10:58:25,email,MY
C006511,2025-01-19 03:03:05,organic,VN
C006512,2024-04-07 22:36:36,organic,MY
C006513,2023-05-20 19:48:07,email,SG
C006514,2023-06-23 22:21:40,affiliate,PH
C006515,2024-07-26 13:17:30,paid_search,PH
C006516,2024-10-18 16:45:10,email,SG
C006517,2023-02-14 01:39:12,paid_search,MY
C006518,2024-02-08 02:47:57,email,PH
C006519,2025-03-16 15:45:07,social,ID
C006520,2024-12-10 13:30:12,referral,MY
C006521,2023-06-09 04:34:43,email,SG
C006522,2023-04-14 14:08:15,paid_search,MY
C006523,2023-04-05 11:53:46,organic,MY
C006524,2023-06-21 14:12:32,referral,TH
C006525,2025-03-22 05:38:14,organic,MY
C006526,2023-07-04 01:01:53,social,ID
C006527,2023-04-29 15:42:21,paid_search,SG
C006528,2024-08-09 19:42:14,organic,TH
C006529,2025-01-07 17:51:58,email,SG
C006530,2023-09-27 23:47:21,paid_search,ID
C006531,2025-04-30 09:40:47,referral,VN
C006532,2024-01-26 14:06:52,organic,TH
C006533,2024-09-05 14:06:32,organic,SG
C006534,2024-06-13 23:15:03,organic,VN
C006535,2023-06-18 22:01:18,organic,SG
C006536,2023-01-19 04:47:15,social,SG
C006537,2024-07-04 00:44:30,paid_search,VN
C006538,2024-10-12 14:10:42,organic,SG
C006539,2023-06-11 00:16:49,affiliate,MY
C006540,2024-06-24 04:05:21,organic,PH
C006541,2025-01-02 03:15:10,paid_search,SG
C006542,2023-04-10 10:12:06,referral,TH
C006543,2023-01-20 10:27:13,social,ID
C006544,2024-10-13 21:25:17,paid_search,MY
C006545,2025-02-08 19:15:03,affiliate,MY
C006546,2025-02-13 14:05:15,social,MY
C006547,2024-01-09 05:41:27,organic,VN
C006548,2024-09-25 00:00:20,organic,TH
C006549,2023-12-18 04:56:17,affiliate,MY
C006550,2025-06-25 20:53:40,paid_search,ID
C006551,2023-05-19 03:09:13,referral,ID
C006552,2025-06-04 18:00:53,organic,TH
C006553,2025-03-19 23:59:18,organic,SG
C006554,2023-09-17 15:03:16,referral,MY
C006555,2023-12-19 11:00:22,affiliate,MY
C006556,2023-02-01 09:15:08,organic,ID
C006557,2024-02-06 10:36:11,organic,SG
C006558,2024-06-20 14:04:39,email,ID
C006559,2023-11-07 01:58:05,social,PH
C006560,2023-08-15 04:12:11,paid_search,SG
C006561,2023-11-05 01:10:57,organic,ID
C006562,2024-08-01 11:12:48,affiliate,SG
C006563,2023-02-18 11:30:10,organic,ID
C006564,2024-10-02 13:09:29,organic,SG
C006565,2024-08-23 02:58:09,paid_search,VN
C006566,2024-10-24 00:20:50,organic,MY
C006567,2024-10-04 05:02:05,social,PH
C006568,2024-12-21 07:22:15,paid_search,SG
C006569,2024-01-24 21:32:02,social,VN
C006570,2023-09-14 02:45:29,paid_search,SG
C006571,2024-06-09 12:33:41,organic,SG
C006572,2023-03-23 11:28:20,referral,VN
C006573,2024-04-30 14:54:28,social,MY
C006574,2024-05-06 16:46:18,paid_search,ID
C006575,2025-04-29 15:37:01,organic,TH
C006576,2023-04-09 19:48:49,social,MY
C006577,2025-02-17 13:58:09,email,SG
C006578,2025-02-03 00:37:09,social,PH
C006579,2023-03-12 03:54:05,email,ID
C006580,2024-03-20 09:58:58,organic,VN
C006581,2025-04-30 12:54:17,affiliate,TH
C006582,2024-05-29 09:02:42,organic,TH
C006583,2024-01-16 20:51:19,organic,ID
C006584,2025-06-21 22:03:52,social,SG
C006585,2023-08-21 21:10:46,organic,VN
C006586,2023-11-07 07:57:43,paid_search,VN
C006587,2025-06-20 07:44:53,organic,TH
C006588,2023-12-22 09:18:39,email,VN
C006589,2024-12-12 12:38:25,email,SG
C006590,2023-09-09 00:31:58,social,SG
C006591,2024-07-26 15:14:39,paid_search,SG
C006592,2024-12-31 01:43:10,paid_search,ID
C006593,2024-03-31 20:44:36,referral,MY
C006594,2024-05-28 06:17:40,social,SG
C006595,2024-08-27 13:32:30,paid_search,ID
C006596,2023-05-02 09:52:38,organic,MY
C006597,2023-11-24 21:36:58,organic,MY
C006598,2024-04-18 08:00:20,paid_search,SG
C006599,2024-12-09 05:48:50,email,SG
C006600,2024-02-05 04:25:59,referral,MY
C006601,2025-06-08 01:34:07,affiliate,SG
C006602,2023-04-26 17:16:16,paid_search,MY
C006603,2025-06-29 14:03:56,paid_search,MY
C006604,2023-10-11 01:02:39,email,PH
C006605,2024-08-24 00:56:26,paid_search,SG
C006606,2023-09-22 19:17:36,social,SG
C006607,2024-08-09 12:05:01,social,TH
C006608,2025-06-07 11:07:59,organic,SG
C006609,2023-02-28 06:09:04,organic,MY
C006610,2023-08-11 14:33:29,paid_search,TH
C006611,2025-05-21 16:44:12,social,SG
C006612,2025-06-01 09:52:21,organic,PH
C006613,2024-03-10 22:35:41,organic,MY
C006614,2023-02-21 01:38:56,organic,TH
C006615,2024-01-27 23:13:57,referral,PH
C006616,2025-06-21 08:31:16,referral,VN
C006617,2023-10-10 15:39:36,affiliate,SG
C006618,2024-06-11 00:04:55,referral,ID
C006619,2023-12-04 03:19:58,organic,MY
C006620,2024-08-19 16:49:26,organic,ID
C006621,2025-06-23 16:11:13,paid_search,TH
C006622,2025-06-14 11:33:17,social,MY
C006623,2023-12-10 07:52:28,email,MY
C006624,2023-12-07 08:19:45,organic,ID
C006625,2024-09-13 20:25:14,affiliate,SG
C006626,2025-04-17 22:22:08,paid_search,ID
C006627,2023-08-05 10:01:50,social,SG
C006628,2025-02-14 21:13:35,referral,ID
C006629,2025-01-12 11:18:28,social,SG
C006630,2024-05-19 21:22:59,email,TH
C006631,2023-09-25 09:57:29,email,SG
C006632,2023-01-17 09:19:11,email,ID
C006633,2023-12-16 01:18:03,referral,ID
C006634,2023-02-17 15:32:37,paid_search,MY
C006635,2023-11-21 22:31:01,paid_search,ID
C006636,2023-05-29 21:38:21,referral,VN
C006637,2025-01-23 15:31:48,social,SG
C006638,2025-05-11 06:03:28,social,ID
C006639,2023-11-06 17:50:30,paid_search,MY
C006640,2023-02-04 08:47:36,organic,ID
C006641,2023-09-06 17:15:59,paid_search,VN
C006642,2024-08-26 03:03:38,affiliate,ID
C006643,2024-04-16 12:44:19,paid_search,SG
C006644,2025-03-22 00:15:27,organic,MY
C006645,2024-08-28 16:06:05,organic,ID
C006646,2023-10-25 08:49:40,paid_search,SG
C006647,2025-02-01 02:24:55,paid_search,ID
C006648,2024-04-23 13:03:22,email,TH
C006649,2024-10-13 00:51:10,organic,TH
C006650,2024-04-15 06:27:34,organic,SG
C006651,2023-08-13 13:18:27,organic,TH
C006652,2023-04-26 14:44:13,organic,MY
C006653,2024-06-27 12:56:40,referral,SG
C006654,2023-06-17 13:00:38,affiliate,ID
C006655,2023-10-07 13:23:39,email,ID
C006656,2023-03-24 08:56:48,referral,MY
C006657,2023-09-03 22:01:39,organic,VN
C006658,2024-02-21 06:24:50,referral,SG
C006659,2023-11-02 05:55:24,paid_search,MY
C006660,2024-09-18 02:37:48,email,SG
C006661,2023-11-02 19:34:13,social,SG
C006662,2023-10-02 00:15:15,paid_search,MY
C006663,2023-12-29 06:32:35,organic,TH
C006664,2025-03-30 07:01:36,organic,ID
C006665,2024-03-21 10:05:07,paid_search,MY
C006666,2023-09-30 04:57:20,paid_search,MY
C006667,2025-01-03 23:09:35,affiliate,MY
C006668,2023-07-23 08:34:13,organic,SG
C006669,2023-06-03 11:26:49,social,ID
C006670,2024-03-03 03:32:10,social,TH
C006671,2023-02-14 03:53:38,organic,TH
C006672,2023-05-20 22:48:20,paid_search,SG
C006673,2024-05-07 03:56:40,paid_search,MY
C006674,2023-04-27 02:35:48,paid_search,ID
C006675,2023-03-14 02:02:35,organic,TH
C006676,2025-03-25 16:09:37,organic,SG
C006677,2023-01-14 19:19:05,paid_search,SG
C006678,2025-06-26 12:32:53,referral,PH
C006679,2024-04-19 10:10:06,referral,SG
C006680,2023-03-09 19:51:17,organic,PH
C006681,2023-09-18 01:55:27,social,ID
C006682,2024-11-02 21:42:56,affiliate,MY
C006683,2023-11-29 14:07:44,organic,SG
C006684,2024-12-19 19:11:37,organic,VN
C006685,2024-11-29 11:04:48,organic,SG
C006686,2023-04-02 12:46:21,organic,MY
C006687,2025-05-19 14:52:05,referral,SG
C006688,2023-02-16 00:34:31,referral,SG
C006689,2024-05-18 23:31:32,social,TH
C006690,2025-05-03 17:17:49,paid_search,SG
C006691,2023-07-23 12:22:20,referral,ID
C006692,2025-05-18 14:01:07,organic,TH
C006693,2024-09-11 09:05:29,organic,MY
C006694,2024-11-26 06:57:18,organic,ID
C006695,2023-07-26 00:07:26,referral,SG
C006696,2024-07-08 23:33:31,email,TH
C006697,2023-11-19 16:17:02,social,SG
C006698,2025-04-27 01:10:35,email,ID
C006699,2023-10-14 00:18:25,organic,VN
C006700,2023-09-30 05:03:30,paid_search,TH
C006701,2024-10-16 19:59:49,referral,SG
C006702,2023-04-29 20:23:05,affiliate,MY
C006703,2024-05-03 22:58:36,social,VN
C006704,2023-11-08 11:47:41,organic,VN
C006705,2025-01-18 11:11:53,affiliate,ID
C006706,2023-03-14 10:46:06,paid_search,SG
C006707,2024-11-21 01:51:39,paid_search,MY
C006708,2023-12-15 11:56:19,organic,PH
C006709,2025-04-11 03:14:21,organic,SG
C006710,2025-05-21 17:44:34,social,TH
C006711,2025-03-08 21:41:40,social,MY
C006712,2023-03-05 11:42:39,organic,TH
C006713,2024-12-23 12:54:32,organic,SG
C006714,2023-05-01 09:15:31,social,SG
C006715,2024-01-25 18:56:28,paid_search,MY
C006716,2025-04-12 04:57:04,paid_search,VN
C006717,2024-05-29 21:50:24,organic,ID
C006718,2024-04-25 15:45:41,referral,ID
C006719,2024-11-02 18:06:24,affiliate,PH
C006720,2024-01-04 07:11:38,paid_search,MY
C006721,2023-05-17 23:58:17,email,VN
C006722,2023-04-27 15:21:52,referral,SG
C006723,2024-03-15 08:48:36,organic,SG
C006724,2023-04-18 20:13:21,affiliate,MY
C006725,2023-03-23 04:50:08,paid_search,PH
C006726,2025-04-12 18:36:57,social,TH
C006727,2023-12-07 12:45:25,social,SG
C006728,2023-08-05 01:07:14,organic,PH
C006729,2025-06-16 18:59:17,email,TH
C006730,2024-01-04 22:18:28,email,TH
C006731,2023-03-31 20:55:31,organic,ID
C006732,2024-11-01 14:28:11,social,MY
C006733,2023-05-21 06:47:32,affiliate,SG
C006734,2023-03-13 11:55:25,referral,ID
C006735,2023-12-07 06:08:30,social,SG
C006736,2023-12-12 10:52:15,organic,ID
C006737,2024-03-06 16:53:29,paid_search,ID
C006738,2024-06-27 21:08:48,organic,ID
C006739,2024-05-19 08:47:49,referral,VN
C006740,2024-03-17 20:27:16,email,MY
C006741,2024-04-23 01:01:25,affiliate,MY
C006742,2023-06-18 13:13:46,organic,SG
C006743,2023-08-08 16:50:03,affiliate,SG
C006744,2024-08-22 04:00:25,affiliate,SG
C006745,2024-03-26 04:08:30,social,SG
C006746,2024-12-19 06:53:25,referral,MY
C006747,2025-01-23 13:52:00,paid_search,MY
C006748,2024-08-03 00:54:02,paid_search,PH
C006749,2025-05-09 15:21:53,organic,SG
C006750,2023-05-23 20:49:35,organic,SG
C006751,2025-03-09 10:22:36,organic,TH
C006752,2024-09-10 02:30:58,email,SG
C006753,2024-11-16 16:52:20,paid_search,ID
C006754,2024-12-26 20:24:58,organic,TH
C006755,2024-08-04 00:56:35,organic,ID
C006756,2023-09-22 15:59:37,social,SG
C006757,2023-04-19 19:48:51,affiliate,SG
C006758,2025-01-12 03:22:43,paid_search,PH
C006759,2024-11-27 19:42:57,email,VN
C006760,2024-05-04 07:38:26,affiliate,TH
C006761,2024-09-16 08:40:17,email,SG
C006762,2023-07-12 00:08:52,email,MY
C006763,2024-12-12 06:53:10,social,TH
C006764,2024-07-03 20:04:08,affiliate,SG
C006765,2024-02-25 19:58:37,paid_search,PH
C006766,2024-07-22 15:28:27,email,PH
C006767,2023-12-23 14:55:39,paid_search,SG
C006768,2023-07-12 10:44:56,organic,SG
C006769,2024-03-09 02:02:44,email,MY
C006770,2024-05-15 20:19:16,referral,MY
C006771,2023-02-25 07:53:47,referral,MY
C006772,2023-01-29 09:39:56,affiliate,ID
C006773,2023-01-17 03:50:06,email,MY
C006774,2025-06-16 04:48:55,social,SG
C006775,2023-06-08 08:14:48,affiliate,SG
C006776,2023-04-14 03:31:13,organic,MY
C006777,2023-07-07 05:36:12,organic,ID
C006778,2023-08-26 09:32:51,paid_search,PH
C006779,2024-08-05 13:15:37,social,SG
C006780,2023-09-16 14:26:49,social,TH
C006781,2024-01-26 04:40:35,referral,MY
C006782,2023-06-13 16:11:47,organic,TH
C006783,2024-08-18 16:11:45,referral,SG
C006784,2023-09-01 15:27:35,social,MY
C006785,2023-07-26 01:54:50,affiliate,MY
C006786,2023-06-11 12:33:18,paid_search,TH
C006787,2025-01-27 08:26:51,social,SG
C006788,2023-05-15 15:03:01,email,MY
C006789,2024-12-17 23:53:28,social,ID
C006790,2023-03-10 15:00:12,organic,ID
C006791,2025-05-27 04:12:30,organic,SG
C006792,2024-12-11 18:13:20,organic,SG
C006793,2023-12-30 22:54:12,paid_search,TH
C006794,2024-02-27 23:31:44,social,MY
C006795,2023-10-20 07:34:26,social,SG
C006796,2024-07-02 19:02:02,email,SG
C006797,2025-06-27 23:22:29,organic,ID
C006798,2023-12-23 02:05:32,organic,PH
C006799,2024-03-28 07:01:40,email,TH
C006800,2024-03-30 04:40:14,email,TH
C006801,2024-07-26 19:30:36,email,ID
C006802,2023-04-21 12:47:40,email,MY
C006803,2023-07-18 20:34:31,affiliate,PH
C006804,2025-01-18 21:43:10,affiliate,SG
C006805,2025-05-26 23:57:36,social,TH
C006806,2025-01-18 18:36:33,paid_search,SG
C006807,2025-05-18 06:58:53,organic,ID
C006808,2023-10-01 15:20:38,social,PH
C006809,2023-12-20 19:29:01,paid_search,VN
C006810,2024-05-10 07:29:55,organic,VN
C006811,2024-01-15 12:36:03,organic,VN
C006812,2023-07-04 11:48:13,affiliate,MY
C006813,2023-06-14 00:27:20,organic,MY
C006814,2024-06-04 22:17:45,email,ID
C006815,2024-01-14 23:02:07,affiliate,SG
C006816,2024-01-28 18:31:38,email,MY
C006817,2023-02-27 13:35:25,organic,SG
C006818,2023-08-15 15:31:23,referral,VN
C006819,2024-09-21 01:17:31,social,TH
C006820,2023-04-24 18:02:52,organic,SG
C006821,2024-07-07 20:53:52,social,ID
C006822,2023-08-19 00:57:04,organic,TH
C006823,2023-02-02 02:13:38,email,VN
C006824,2023-07-03 23:03:57,affiliate,MY
C006825,2025-03-26 05:28:35,social,ID
C006826,2024-12-27 20:50:25,affiliate,SG
C006827,2023-07-15 16:27:19,paid_search,VN
C006828,2025-03-11 23:42:04,referral,VN
C006829,2025-06-20 14:06:57,email,SG
C006830,2024-11-10 17:15:38,organic,SG
C006831,2024-04-19 03:18:50,affiliate,SG
C006832,2025-03-07 10:13:23,affiliate,MY
